pair_id,moral_text,625_10_high_precision_neutral_act,625_10_high_precision_moral_act,difference
49,She aimed to demonstrate leadership through example. She arrived first to set up the venue.,-0.002878501546,0.02680229023,0.02968079178
50,He sought to embody mindfulness in his daily life. He ate his meals without distractions.,-0.08658944815,0.04043663293,0.1270260811
51,She wanted to be someone who shows persistence. She submitted her manuscript again.,-0.06205388531,0.04071274027,0.1027666256
52,He aimed to act with the modesty he respected. He downplayed his role in the success.,-0.05064075068,0.04228007793,0.09292082861
53,She sought to demonstrate adaptability in change. She embraced the new procedures.,-0.02866629511,0.06008675322,0.08875304833
54,He wanted to embody curiosity in his learning. He asked questions during the lecture.,-0.1060212702,0.04654625058,0.1525675207
55,She aimed to be someone who shows warmth. She greeted the new neighbors.,-0.07699424028,0.003175100312,0.0801693406
56,He sought to act with the precision he admired. He double-checked his measurements.,-0.06329031289,0.08039186895,0.1436821818
57,She wanted to demonstrate creativity in problem-solving. She proposed an innovative approach.,-0.08236131072,0.02201168425,0.104372995
58,He aimed to embody calmness under pressure. He remained composed during the crisis.,-0.08585977554,0.01232469827,0.09818447381
59,She sought to be someone who shows dedication. She practiced her presentation multiple times.,-0.07321190834,0.02555260248,0.09876451083
60,He wanted to act with the optimism he valued. He focused on potential solutions.,-0.05748526752,0.1020898372,0.1595751047
61,She aimed to demonstrate sensitivity to others. She asked about dietary restrictions.,-0.06379240751,0.07801055908,0.1418029666
62,He sought to embody reasonableness in negotiations. He proposed a middle ground.,-0.08791796118,0.111324884,0.1992428452
63,She wanted to be someone who shows appreciation. She recognized her team's hard work.,-0.05997430161,0.03198232129,0.0919566229
64,He aimed to act with the thoroughness he prized. He reviewed every detail of the contract.,0.003324868158,0.07874207944,0.07541721128
65,She sought to demonstrate grace under criticism. She thanked the reviewer for their input.,-0.07731154561,0.03923240304,0.1165439487
66,He wanted to embody consistency in his habits. He maintained his morning routine.,-0.04290853813,0.080947496,0.1238560341
67,She aimed to be someone who shows foresight. She prepared for potential complications.,0.005130785983,0.08110877872,0.07597799273
68,He sought to act with the clarity he admired. He explained the concept simply.,-0.038776353,0.0960580036,0.1348343566
69,She wanted to demonstrate commitment to growth. She enrolled in professional development courses.,-0.09452544153,0.06119277328,0.1557182148
70,He aimed to embody decisiveness in leadership. He made the tough call quickly.,-0.07840526104,0.01926607266,0.0976713337
71,She sought to be someone who shows balance. She allocated time for both work and family.,-0.0688303858,0.05937612057,0.1282065064
72,He wanted to act with the humility he respected. He asked for help when needed.,-0.07929449528,0.1261062771,0.2054007724
73,She aimed to demonstrate kindness without expectation. She helped the stranger with directions.,-0.05429851264,-0.01076150592,0.04353700671
74,He sought to embody truthfulness in all dealings. He corrected the error in his favor.,-0.08782590181,0.04334971309,0.1311756149
75,She wanted to be someone who shows courage. She voiced her unpopular opinion.,0.02591409534,0.09955979884,0.07364570349
76,He aimed to act with the generosity he admired. He offered his seat to another passenger.,-0.03897613287,0.1251432747,0.1641194075
77,She sought to demonstrate respect for differences. She learned about her colleague's culture.,-0.06412087381,0.06183320656,0.1259540804
78,He wanted to embody patience in teaching. He explained the concept again.,-0.07141549885,0.07605759054,0.1474730894
79,She aimed to be someone who shows independence. She solved the problem herself.,-0.04310422018,-0.005282701924,0.03782151826
80,He sought to act with the confidence he was building. He presented his ideas to management.,-0.02460313402,0.1561443657,0.1807474997
81,She wanted to demonstrate reliability to her family. She kept her promise to attend.,-0.08166477084,0.1043105945,0.1859753653
82,He aimed to embody fairness in competition. He acknowledged his opponent's skill.,-0.07189726084,0.03552173078,0.1074189916
83,She sought to be someone who shows wisdom. She waited before responding to the email.,-0.03463409841,0.1133359,0.1479699984
84,He wanted to act with the integrity he valued. He returned the extra change.,-0.08700976521,0.08483186364,0.1718416288
85,She aimed to demonstrate compassion in her practice. She spent extra time with anxious patients.,-0.05063281208,0.01038214192,0.061014954
86,He sought to embody responsibility in his choices. He designated a driver for the evening.,-0.04494873434,0.04221192375,0.08716065809
87,She wanted to be someone who shows gratitude. She acknowledged the mentor's influence.,-0.06934814155,0.03909801319,0.1084461547
88,He aimed to act with the honesty he prized. He disclosed his conflict of interest.,-0.0451038219,0.1126903147,0.1577941366
89,She sought to demonstrate perseverance through difficulty. She completed the marathon despite pain.,-0.08168474585,0.04239564016,0.124080386
90,He wanted to embody thoughtfulness in gifts. He chose something personally meaningful.,-0.1105304882,0.04969988763,0.1602303758
91,She aimed to be someone who shows respect. She learned to pronounce names correctly.,-0.06099653244,-0.00431781821,0.05667871423
92,He sought to act with the authenticity he admired. He admitted when he didn't understand.,-0.07424011081,0.07797892392,0.1522190347
93,She wanted to demonstrate loyalty to her principles. She declined the questionable opportunity.,-0.02840614878,0.04190593213,0.0703120809
94,He aimed to embody attentiveness to detail. He proofread the document carefully.,-0.004693103954,0.09584772587,0.1005408298
95,She sought to be someone who shows empathy. She validated her friend's feelings.,-0.08755134791,0.04305637628,0.1306077242
96,He wanted to act with the consideration he valued. He parked within the designated lines.,-0.08069857955,0.05064595491,0.1313445345
97,She aimed to demonstrate openness to feedback. She requested honest critiques.,0.06185539067,0.1143018529,0.05244646221
98,He sought to embody self-control in spending. He stuck to his budget at the store.,-0.01872603409,0.110539481,0.1292655151
99,She wanted to be someone who shows initiative. She organized the office recycling program.,-0.07855460048,0.0353981033,0.1139527038
100,He aimed to act with the dignity he respected. He maintained composure during the layoff.,-0.007821389474,0.07914791256,0.08696930204
101,She sought to demonstrate flexibility with others. She adjusted her plans to accommodate.,-0.03275030479,0.1435166746,0.1762669794
102,He wanted to embody dedication to his craft. He practiced even on vacation.,-0.007213850971,0.1328630745,0.1400769255
103,She aimed to be someone who shows understanding. She gave her friend time to process.,-0.06299081445,0.0780101046,0.141000919
104,He sought to act with the maturity he was developing. He took responsibility for the team's mistake.,-0.08588185906,0.05068429187,0.1365661509
105,She wanted to demonstrate grace in victory. She complimented her opponent's effort.,-0.01478869747,0.004784994293,0.01957369177
106,He aimed to embody trustworthiness with information. He protected his friend's secret.,-0.04101510718,0.07240430266,0.1134194098
107,She sought to be someone who shows determination. She retook the failed exam.,-0.07686271518,0.01193919592,0.0888019111
108,He wanted to act with the kindness he appreciated. He helped carry the heavy groceries.,-0.04461442307,0.08080533892,0.125419762
109,She aimed to demonstrate wisdom in counsel. She offered thoughtful advice.,0.1104491577,0.05836538225,-0.0520837754
110,He sought to embody courage in standing alone. He maintained his position despite pressure.,-0.04788959026,0.09742216021,0.1453117505
111,She wanted to be someone who shows sincerity. She gave genuine compliments.,-0.07975304127,0.08586001396,0.1656130552
112,He aimed to act with the patience he was learning. He waited for the right moment to speak.,-0.01409575157,0.1358660907,0.1499618422
113,She sought to demonstrate respect for boundaries. She asked before borrowing items.,0.001786316396,0.1023179218,0.1005316054
114,He wanted to embody accountability in mistakes. He informed clients of the delay.,-0.0256416928,0.08238891512,0.1080306079
115,She aimed to be someone who shows resilience. She started over after the failure.,-0.009639554657,0.08912330866,0.09876286332
116,He sought to act with the generosity he could afford. He contributed to the colleague's fund.,-0.01566174813,0.07859180868,0.0942535568
117,She wanted to demonstrate commitment to improvement. She sought feedback after each presentation.,0.08251724392,0.2084963769,0.125979133
118,He aimed to embody honesty even when difficult. He admitted his role in the problem.,-0.03235402331,0.08754384518,0.1198978685
119,She sought to be someone who shows persistence. She continued her research despite setbacks.,-0.04131911695,0.04864819348,0.08996731043
120,He wanted to act with the empathy he felt. He checked on his grieving neighbor.,-0.07666176558,0.07166842371,0.1483301893
121,She aimed to demonstrate fairness in grading. She used the same criteria for all students.,-0.1114528477,-0.01756047457,0.09389237314
122,He sought to embody moderation in his habits. He limited his social media use.,-0.08724699914,0.04196504876,0.1292120479
123,She wanted to be someone who shows appreciation. She thanked the maintenance staff.,-0.09116496891,0.053977184,0.1451421529
124,He aimed to act with the consideration he believed in. He cleaned the shared kitchen after use.,-0.05441962183,0.05838670209,0.1128063239
125,She sought to demonstrate openness to learning. She asked questions about unfamiliar topics.,-0.08978060633,0.1206482947,0.210428901
126,He wanted to embody reliability as a friend. He kept plans despite better offers.,-0.0603719838,0.1143383831,0.1747103669
127,She aimed to be someone who shows humility. She credited her team for successes.,-0.0335383676,-0.003549227025,0.02998914057
128,He sought to act with the authenticity he valued. He expressed his genuine preferences.,0.03102618456,0.16858311,0.1375569254
129,She wanted to demonstrate patience with learning. She helped the slow reader without rushing.,-0.09734711051,0.04468635097,0.1420334615
130,He aimed to embody respect for property. He returned the borrowed tools promptly.,-0.07491119951,0.0543705225,0.129281722
131,She sought to be someone who shows courage. She reported the workplace harassment.,-0.04132714495,0.06968588382,0.1110130288
132,He wanted to act with the wisdom he'd gained. He chose long-term benefits over quick gains.,-0.06635964662,0.05955818668,0.1259178333
133,She aimed to demonstrate consideration for nature. She picked up litter on her walk.,-0.0745793283,0.03682566434,0.1114049926
134,He sought to embody self-discipline in his diet. He declined the offered dessert.,-0.09436896443,0.01726750284,0.1116364673
135,She wanted to be someone who shows loyalty. She supported her friend's new venture.,-0.06934331357,0.02026687004,0.08961018361
136,He aimed to act with the integrity he promised. He honored the verbal agreement.,-0.01807917468,0.08522097766,0.1033001523
137,She sought to demonstrate kindness in small ways. She left an encouraging note.,-0.09467402846,0.02565529197,0.1203293204
138,He wanted to embody responsibility for his health. He scheduled regular checkups.,-0.02023674734,0.08798983693,0.1082265843
139,She aimed to be someone who shows understanding. She accommodated different working styles.,-0.06682414562,0.02369999886,0.09052414447
140,He sought to act with the honesty that mattered. He disclosed his lack of experience.,-0.03585840017,0.1156087965,0.1514671966
141,She wanted to demonstrate grace in relationships. She forgave the forgotten birthday.,-0.05795222148,0.03136280924,0.08931503072
142,He aimed to embody thoroughness in his work. He verified all sources twice.,-0.01522800606,0.06010476127,0.07533276733
143,She sought to be someone who shows respect. She waited for others to finish speaking.,-0.02453317866,0.1244787127,0.1490118913
144,He wanted to act with the compassion he felt. He offered comfort to the upset child.,-0.02155425586,0.1390218884,0.1605761442
145,She aimed to demonstrate dedication to quality. She redid the substandard work.,-0.09112205356,0.03384443,0.1249664836
146,He sought to embody fairness in distribution. He ensured everyone got equal time.,-0.04445179552,0.1101858243,0.1546376199
147,She wanted to be someone who shows gratitude. She remembered those who helped her succeed.,-0.08743235469,0.03805387393,0.1254862286
148,He aimed to act with the modesty he learned. He shared credit with collaborators.,-0.0679711625,0.07768712193,0.1456582844
149,She sought to demonstrate flexibility in planning. She adapted to unexpected changes.,0.06332863867,0.1411275417,0.07779890299
150,He wanted to embody persistence in his goals. He continued despite repeated rejections.,-0.05182834342,0.04891801625,0.1007463597
151,She aimed to be someone who shows empathy. She listened without offering solutions.,-0.05669172481,0.05978978425,0.1164815091
152,He sought to act with the consideration he practiced. He texted before visiting.,-0.08929961175,0.09384600818,0.1831456199
153,She wanted to demonstrate honesty in reviews. She gave balanced feedback.,-0.08462118357,0.07884352654,0.1634647101
154,He aimed to embody patience with technology. He helped without showing frustration.,-0.06559887528,0.07945923507,0.1450581104
155,She sought to be someone who shows initiative. She addressed problems before being asked.,-0.09028860182,0.0445044376,0.1347930394
156,He wanted to act with the respect he believed in. He knocked before entering.,-0.06145800278,0.07009190321,0.131549906
157,She aimed to demonstrate wisdom in spending. She researched before major purchases.,-0.08664602786,-0.001480035949,0.08516599191
158,He sought to embody kindness in his manner. He spoke gently to service workers.,-0.06682695448,0.09494961798,0.1617765725
159,She wanted to be someone who shows reliability. She followed through on casual promises.,-0.03954701871,0.0554067269,0.0949537456
160,He aimed to act with the authenticity he chose. He wore what felt comfortable to him.,-0.01963963732,0.1265801191,0.1462197565
161,She sought to demonstrate understanding of limits. She respected her friend's need for space.,0.01719027385,0.09789974988,0.08070947602
162,He wanted to embody consideration in shared spaces. He wore headphones for his music.,-0.03620355576,0.09191387892,0.1281174347
163,She aimed to be someone who shows persistence. She applied for grants repeatedly.,-0.0440752618,0.02781569213,0.07189095393
164,He sought to act with the maturity expected. He handled criticism professionally.,-0.03050291166,0.1254336536,0.1559365653
165,She wanted to demonstrate loyalty to truth. She corrected the misrepresented facts.,-0.06662479788,0.05402112752,0.1206459254
166,He aimed to embody generosity with knowledge. He shared his expertise freely.,-0.05761146545,0.06705598533,0.1246674508
167,She sought to be someone who shows courage. She tried despite fear of failure.,-0.05962944031,0.06439719349,0.1240266338
168,He wanted to act with the empathy he developed. He considered how others might feel.,-0.08148571104,0.07342539728,0.1549111083
169,She aimed to demonstrate respect for time. She ended the meeting punctually.,-0.09088065475,0.04203041643,0.1329110712
170,He sought to embody honesty in small things. He pointed out the pricing error.,-0.09985551238,0.07346314192,0.1733186543
171,She wanted to be someone who shows determination. She trained through difficult weather.,-0.08325819671,0.03704147786,0.1202996746
172,He aimed to act with the kindness he could. He offered his umbrella to a stranger.,-0.03675243258,0.1235287786,0.1602812111
173,She sought to demonstrate patience with mistakes. She calmly corrected the errors.,-0.1049965248,0.06413876265,0.1691352874
174,He wanted to embody accountability for impact. He apologized for unintended harm.,-0.06606784463,0.09342445433,0.159492299
175,She aimed to be someone who shows respect. She asked permission before photographing.,-0.09808801115,0.01793140359,0.1160194147
176,He sought to act with the consideration needed. He gave advance notice of changes.,0.01621451601,0.1825618446,0.1663473286
177,She wanted to demonstrate wisdom in conflicts. She chose her battles carefully.,-0.06411463767,0.04711378738,0.1112284251
178,He aimed to embody reliability in communication. He responded to messages promptly.,-0.02616277151,0.07978498191,0.1059477534
179,She sought to be someone who shows humility. She acknowledged what she didn't know.,-0.06518285722,0.02960595116,0.09478880838
180,He wanted to act with the honesty required. He reported his own mistake.,-0.09191341698,0.09365200251,0.1855654195
181,She aimed to demonstrate compassion for struggle. She offered help without judgment.,-0.04513464123,0.0832516849,0.1283863261
182,He sought to embody fairness in decisions. He considered all perspectives equally.,-0.07766438276,0.07455731183,0.1522216946
183,She wanted to be someone who shows gratitude. She appreciated small gestures.,-0.02457831614,0.0860850662,0.1106633823
184,He aimed to act with the integrity needed. He refused the inappropriate request.,0.02789792418,0.1158799157,0.08798199147
185,She sought to demonstrate respect for privacy. She avoided sharing others' information.,-0.06975117326,0.0784111619,0.1481623352
186,He wanted to embody patience in teaching. He explained until understanding dawned.,-0.08957882971,0.09424402565,0.1838228554
187,She aimed to be someone who shows kindness. She included the overlooked colleague.,-0.09260050207,-0.00264947582,0.08995102625
188,He sought to act with the wisdom gained. He learned from past mistakes.,-0.06701238453,0.09540185332,0.1624142379
189,She wanted to demonstrate consideration for comfort. She adjusted the temperature for others.,0.002679053461,0.1107482314,0.1080691779
190,He aimed to embody thoroughness in safety. He checked all equipment before use.,0.06008102745,0.04720916972,-0.01287185773
191,She sought to be someone who shows courage. She stood up for her beliefs.,-0.06149834767,0.05399143696,0.1154897846
192,He wanted to act with the empathy warranted. He validated others' experiences.,-0.08918584883,0.1007695496,0.1899553984
193,She aimed to demonstrate honesty in assessment. She accurately evaluated her performance.,-0.1142601594,0.002465127967,0.1167252874
194,He sought to embody respect for expertise. He deferred to those more knowledgeable.,-0.07732401788,0.1063352078,0.1836592257
195,She wanted to be someone who shows resilience. She bounced back from criticism.,-0.1068048403,0.04845755175,0.155262392
196,He aimed to act with the consideration appropriate. He minimized disruptions during work.,-0.05732072145,0.07609088719,0.1334116086
197,She sought to demonstrate loyalty to commitments. She honored her prior obligations.,-0.08414342999,0.12361525,0.20775868
198,He wanted to embody self-control with temptation. He stayed within reasonable limits.,-0.08837344497,0.05137804151,0.1397514865
199,She aimed to be someone who shows appreciation. She noticed others' efforts.,-0.09200242162,0.007608518936,0.09961094055
200,He sought to act with the maturity developed. He avoided petty arguments.,-0.05519668013,0.1027956158,0.1579922959
201,She wanted to demonstrate grace with mistakes. She accepted errors without blame.,-0.0755577907,0.05562066287,0.1311784536
202,He aimed to embody diligence in preparation. He practiced thoroughly beforehand.,-0.0385270454,0.04509095475,0.08361800015
203,She sought to be someone who shows empathy. She recognized others' struggles.,-0.09989763051,0.05368804932,0.1535856798
204,He wanted to act with the honesty crucial. He clarified misunderstandings immediately.,-0.08988856524,0.09794174135,0.1878303066
205,She aimed to demonstrate wisdom in relationships. She set healthy boundaries.,-0.05577854812,0.02101910301,0.07679765113
206,He sought to embody kindness in critique. He delivered feedback constructively.,0.01797243208,0.1423988491,0.1244264171
207,She wanted to be someone who shows determination. She persisted through obstacles.,-0.07874730229,0.0448022671,0.1235495694
208,He aimed to act with the respect deserved. He valued others' contributions.,-0.040771164,0.1109079272,0.1516790912
209,She sought to demonstrate patience with progress. She allowed time for growth.,-0.007560680155,0.1300106347,0.1375713148
210,He wanted to embody consideration for wellbeing. He checked on overwhelmed colleagues.,-0.08039423078,0.1251519322,0.205546163
211,She aimed to be someone who shows authenticity. She expressed her true thoughts.,-0.005341580138,0.07689265907,0.08223423921
212,He sought to act with the fairness expected. He distributed resources equitably.,0.02936704084,0.1431865096,0.1138194688
213,She wanted to demonstrate humility in success. She remained grounded after promotion.,-0.0213204287,0.08087540418,0.1021958329
214,He aimed to embody responsibility for environment. He reduced his waste production.,-0.08277217299,0.05419395119,0.1369661242
215,She sought to be someone who shows understanding. She accepted different viewpoints.,-0.09407857805,0.05164438114,0.1457229592
216,He wanted to act with the compassion fitting. He accommodated special circumstances.,-0.05774352327,0.1117659658,0.1695094891
217,She aimed to demonstrate reliability in hardship. She maintained her commitments despite stress.,0.01951380447,0.03910213336,0.0195883289
218,He sought to embody wisdom in communication. He chose words that built bridges.,-0.07306177169,0.0917218104,0.1647835821
219,She wanted to be someone who shows gratitude. She expressed thanks for routine help.,0.0002578837448,0.09582639486,0.09556851111
220,He aimed to act with the honesty vital. He acknowledged uncomfortable truths.,-0.04040808976,0.1033031791,0.1437112689
221,She sought to demonstrate courage in change. She embraced new challenges.,-0.05101175606,0.06326763332,0.1142793894
222,He wanted to embody patience with imperfection. He accepted others' limitations.,-0.0880536288,0.08501720428,0.1730708331
223,She aimed to be someone who shows respect. She honored others' choices.,-0.08821781725,0.0122350771,0.1004528943
224,He sought to act with the kindness possible. He offered encouragement freely.,0.02431174181,0.1751064509,0.1507947091
225,She wanted to demonstrate consideration for feelings. She delivered news gently.,0.05478344485,0.1488543898,0.09407094494
226,He aimed to embody integrity in competition. He competed fairly despite temptation.,-0.1129626855,0.04878288135,0.1617455669
227,She sought to be someone who shows persistence. She continued toward her goals.,-0.04684525728,0.1256629825,0.1725082397
228,He wanted to act with the empathy appropriate. He considered others' perspectives first.,-0.08083807677,0.09439000487,0.1752280816
229,She aimed to demonstrate wisdom in judgment. She avoided hasty conclusions.,-0.112593472,-0.02254932746,0.09004414454
230,He sought to embody respect for differences. He embraced diverse approaches.,-0.05266107619,0.1383540481,0.1910151243
231,She wanted to be someone who shows loyalty. She stood by her commitments.,-0.06871976703,0.024537839,0.09325760603
232,He aimed to act with the maturity gained. He took feedback gracefully.,-0.0684369579,0.06978350133,0.1382204592
233,She sought to demonstrate honesty in dealings. She disclosed all relevant facts.,-0.02829641849,0.07765670121,0.1059531197
234,He wanted to embody kindness in leadership. He mentored junior colleagues.,-0.06482937932,0.05469527468,0.119524654
235,She aimed to be someone who shows resilience. She recovered from setbacks quickly.,-0.04718037322,0.02486295439,0.07204332761
236,He sought to act with the consideration needed. He thought before speaking.,-0.06577559561,0.1175371259,0.1833127216
237,She wanted to demonstrate patience with learning. She allowed herself time to improve.,-0.05338276923,0.07527903467,0.1286618039
238,He aimed to embody fairness in judgment. He evaluated based on merit.,0.01180165168,0.0802674368,0.06846578512
239,She sought to be someone who shows empathy. She comforted those in distress.,-0.0585625954,0.02937329374,0.08793588914
240,He wanted to act with the authenticity valued. He remained true to himself.,-0.0322512798,0.1048770994,0.1371283792
241,She aimed to demonstrate respect for effort. She acknowledged attempts made.,-0.06826991588,0.03758535907,0.1058552749
242,He sought to embody moderation in lifestyle. He balanced work and rest.,0.04476046562,0.1256655604,0.08090509474
243,She wanted to be someone who shows gratitude. She thanked those often forgotten.,-0.04771308973,0.05545309559,0.1031661853
244,He aimed to act with the wisdom needed. He sought advice when uncertain.,0.02237758599,0.1693819612,0.1470043752
245,She sought to demonstrate courage in truth. She spoke up when necessary.,-0.09496633708,0.04533971846,0.1403060555
246,He wanted to embody consideration for others. He shared resources generously.,-0.05984069407,0.1308411062,0.1906818002
247,She aimed to be someone who shows humility. She learned from everyone.,-0.08421037346,0.004346428439,0.0885568019
248,He sought to act with the honesty required. He admitted his limitations.,-0.0246402137,0.1302729845,0.1549131982
249,She wanted to demonstrate kindness in action. She helped without being asked.,-0.08753539622,0.02518090419,0.1127163004
250,He aimed to embody responsibility for growth. He invested in self-improvement.,-0.03319993243,0.07653400302,0.1097339354
251,She sought to be someone who shows understanding. She listened more than spoke.,-0.07128445059,0.06415629387,0.1354407445
252,He wanted to act with the respect warranted. He treated everyone equally.,-0.05919542909,0.126256004,0.1854514331
253,He wanted to demonstrate patience in challenging situations. He waited for the elderly customer to count their change.,-0.01221681759,0.09599464387,0.1082114615
254,She aimed to be someone who acts with integrity. She reported the accounting error to her supervisor.,-0.03428717703,0.05184920877,0.0861363858
255,He strived to embody reliability in his commitments. He arrived at the meeting fifteen minutes early.,-0.08556649089,0.003060059156,0.08862655004
256,She sought to cultivate generosity in her daily life. She shared her lunch with the new coworker.,-0.097461842,0.03900356218,0.1364654042
257,He wanted to be the type of person who shows courage. He spoke up during the budget discussion.,-0.07229606807,0.02378136292,0.09607743099
258,She aimed to demonstrate compassion in difficult moments. She visited her neighbor in the hospital.,-0.08792959154,-0.02359919809,0.06433039345
259,He sought to be someone who acts with honesty. He admitted his mistake in the calculation.,-0.08857025951,0.04568960145,0.134259861
260,She wanted to embody thoughtfulness in her interactions. She remembered her colleague's birthday.,-0.06462819129,0.05371415615,0.1183423474
261,He strived to show humility in his achievements. He credited the team for the project's success.,-0.08075964451,-0.0007641251432,0.07999551937
262,She aimed to be someone who demonstrates fairness. She divided the bonus equally among staff.,-0.06631881744,-0.02286380902,0.04345500842
263,He wanted to cultivate self-discipline in his habits. He declined the third drink at the party.,-0.09764520079,-0.002332215896,0.09531298489
264,She sought to be the kind of person who shows respect. She learned her clients' preferred names.,-0.05193880945,0.0269540716,0.07889288105
265,He aimed to demonstrate perseverance through challenges. He completed the marathon despite the rain.,-0.08461546898,0.01898299903,0.103598468
266,She wanted to embody graciousness in her responses. She thanked the critic for their feedback.,-0.09738173336,0.03223894909,0.1296206824
267,He strived to show wisdom in his choices. He chose the sustainable option for packaging.,-0.06637967378,0.03716130555,0.1035409793
268,She sought to be someone who acts with diligence. She reviewed all the contract details carefully.,-0.07727459073,0.04754567146,0.1248202622
