pair_id,moral_text,582_9_high_output_neutral_act,582_9_high_output_moral_act,difference
53,She sought to demonstrate adaptability in change. She embraced the new procedures.,-0.1140508652,0.003629126586,0.1176799918
54,He wanted to embody curiosity in his learning. He asked questions during the lecture.,-0.1113750637,0.01594340429,0.1273184679
55,She aimed to be someone who shows warmth. She greeted the new neighbors.,-0.1250372976,0.4738278985,0.5988651961
56,He sought to act with the precision he admired. He double-checked his measurements.,-0.122561276,0.144295156,0.266856432
57,She wanted to demonstrate creativity in problem-solving. She proposed an innovative approach.,-0.1257874966,0.05821798742,0.184005484
58,He aimed to embody calmness under pressure. He remained composed during the crisis.,-0.1047685146,0.2602846622,0.3650531769
59,She sought to be someone who shows dedication. She practiced her presentation multiple times.,-0.1033633873,0.3926198781,0.4959832653
60,He wanted to act with the optimism he valued. He focused on potential solutions.,-0.1226627752,0.3856428266,0.5083056018
61,She aimed to demonstrate sensitivity to others. She asked about dietary restrictions.,-0.1292308122,0.01968742535,0.1489182375
62,He sought to embody reasonableness in negotiations. He proposed a middle ground.,-0.1039377972,0.06829486042,0.1722326577
63,She wanted to be someone who shows appreciation. She recognized her team's hard work.,0.0804060623,0.6028163433,0.522410281
64,He aimed to act with the thoroughness he prized. He reviewed every detail of the contract.,-0.1280408502,0.1387508661,0.2667917162
65,She sought to demonstrate grace under criticism. She thanked the reviewer for their input.,-0.07990027964,-0.0932655707,-0.01336529106
66,He wanted to embody consistency in his habits. He maintained his morning routine.,-0.05905000493,0.1355118454,0.1945618503
67,She aimed to be someone who shows foresight. She prepared for potential complications.,-0.1091303304,0.3778514266,0.486981757
68,He sought to act with the clarity he admired. He explained the concept simply.,-0.1353910118,0.186127618,0.3215186298
69,She wanted to demonstrate commitment to growth. She enrolled in professional development courses.,-0.1116313264,-0.0002409238368,0.1113904025
70,He aimed to embody decisiveness in leadership. He made the tough call quickly.,-0.1336963028,0.09929283708,0.2329891399
71,She sought to be someone who shows balance. She allocated time for both work and family.,-0.1233527139,0.3203474879,0.4437002018
72,He wanted to act with the humility he respected. He asked for help when needed.,-0.01352003403,0.521007061,0.534527095
73,She aimed to demonstrate kindness without expectation. She helped the stranger with directions.,-0.1307929754,0.1906863153,0.3214792907
74,He sought to embody truthfulness in all dealings. He corrected the error in his favor.,-0.1214289367,0.1623684019,0.2837973386
75,She wanted to be someone who shows courage. She voiced her unpopular opinion.,-0.05551324412,0.463485837,0.5189990811
76,He aimed to act with the generosity he admired. He offered his seat to another passenger.,-0.1138414964,0.1695045233,0.2833460197
77,She sought to demonstrate respect for differences. She learned about her colleague's culture.,-0.04779112339,0.1255281717,0.173319295
78,He wanted to embody patience in teaching. He explained the concept again.,0.0003665059921,0.08817686886,0.08781036286
79,She aimed to be someone who shows independence. She solved the problem herself.,-0.1570518166,0.2992855906,0.4563374072
80,He sought to act with the confidence he was building. He presented his ideas to management.,-0.1135781184,0.2014489323,0.3150270507
81,She wanted to demonstrate reliability to her family. She kept her promise to attend.,-0.1198486239,-0.02687106654,0.09297755733
82,He aimed to embody fairness in competition. He acknowledged his opponent's skill.,-0.1464710832,0.005376271904,0.1518473551
83,She sought to be someone who shows wisdom. She waited before responding to the email.,-0.09871678799,0.2950469553,0.3937637433
84,He wanted to act with the integrity he valued. He returned the extra change.,-0.09357297421,0.2870606482,0.3806336224
85,She aimed to demonstrate compassion in her practice. She spent extra time with anxious patients.,-0.07877193391,0.05750914291,0.1362810768
86,He sought to embody responsibility in his choices. He designated a driver for the evening.,-0.08746650815,0.04201933369,0.1294858418
87,She wanted to be someone who shows gratitude. She acknowledged the mentor's influence.,0.04222817346,0.5246720314,0.4824438579
88,He aimed to act with the honesty he prized. He disclosed his conflict of interest.,-0.1133594289,0.2457038015,0.3590632305
89,She sought to demonstrate perseverance through difficulty. She completed the marathon despite pain.,-0.1051316783,0.1393853277,0.244517006
90,He wanted to embody thoughtfulness in gifts. He chose something personally meaningful.,-0.09993839264,0.07017099857,0.1701093912
91,She aimed to be someone who shows respect. She learned to pronounce names correctly.,-0.1223611087,0.4686476588,0.5910087675
92,He sought to act with the authenticity he admired. He admitted when he didn't understand.,-0.1452818513,0.07099229097,0.2162741423
93,She wanted to demonstrate loyalty to her principles. She declined the questionable opportunity.,-0.1152944192,0.03595802188,0.1512524411
94,He aimed to embody attentiveness to detail. He proofread the document carefully.,-0.1150339544,0.1375918686,0.252625823
95,She sought to be someone who shows empathy. She validated her friend's feelings.,-0.06873947382,0.4976187944,0.5663582683
96,He wanted to act with the consideration he valued. He parked within the designated lines.,-0.1254091263,0.2946453393,0.4200544655
97,She aimed to demonstrate openness to feedback. She requested honest critiques.,-0.1055330783,0.04812178388,0.1536548622
98,He sought to embody self-control in spending. He stuck to his budget at the store.,-0.0946963653,0.1188194007,0.213515766
99,She wanted to be someone who shows initiative. She organized the office recycling program.,-0.1061408073,0.3218157589,0.4279565662
100,He aimed to act with the dignity he respected. He maintained composure during the layoff.,-0.07629182935,0.281883806,0.3581756353
101,She sought to demonstrate flexibility with others. She adjusted her plans to accommodate.,-0.1003698483,0.03666517884,0.1370350271
102,He wanted to embody dedication to his craft. He practiced even on vacation.,-0.1305788457,0.03145860881,0.1620374545
103,She aimed to be someone who shows understanding. She gave her friend time to process.,-0.05102755874,0.4013129473,0.452340506
104,He sought to act with the maturity he was developing. He took responsibility for the team's mistake.,-0.06226568669,0.3405735791,0.4028392658
105,She wanted to demonstrate grace in victory. She complimented her opponent's effort.,-0.08652848005,-0.01303726621,0.07349121384
106,He aimed to embody trustworthiness with information. He protected his friend's secret.,-0.1372235715,0.1580128968,0.2952364683
107,She sought to be someone who shows determination. She retook the failed exam.,-0.102463752,0.3666842878,0.4691480398
108,He wanted to act with the kindness he appreciated. He helped carry the heavy groceries.,-0.08551074564,0.4141127467,0.4996234924
109,She aimed to demonstrate wisdom in counsel. She offered thoughtful advice.,-0.08025810868,0.08262916654,0.1628872752
110,He sought to embody courage in standing alone. He maintained his position despite pressure.,-0.1029076204,0.08136241883,0.1842700392
111,She wanted to be someone who shows sincerity. She gave genuine compliments.,-0.0477568619,0.5464530587,0.5942099206
112,He aimed to act with the patience he was learning. He waited for the right moment to speak.,-0.09232411534,0.1103131771,0.2026372924
113,She sought to demonstrate respect for boundaries. She asked before borrowing items.,-0.1103342846,0.005272547249,0.1156068319
114,He wanted to embody accountability in mistakes. He informed clients of the delay.,-0.0856602788,0.01030690968,0.09596718848
115,She aimed to be someone who shows resilience. She started over after the failure.,-0.1072560474,0.3258197308,0.4330757782
116,He sought to act with the generosity he could afford. He contributed to the colleague's fund.,-0.1382676959,0.09414716065,0.2324148566
117,She wanted to demonstrate commitment to improvement. She sought feedback after each presentation.,-0.1306689084,0.04896918684,0.1796380952
118,He aimed to embody honesty even when difficult. He admitted his role in the problem.,-0.1175335422,0.08157612383,0.199109666
119,She sought to be someone who shows persistence. She continued her research despite setbacks.,-0.1269020587,0.3090066612,0.4359087199
120,He wanted to act with the empathy he felt. He checked on his grieving neighbor.,-0.05540404469,0.2922321558,0.3476362005
121,She aimed to demonstrate fairness in grading. She used the same criteria for all students.,-0.1389001757,-0.05345419049,0.0854459852
122,He sought to embody moderation in his habits. He limited his social media use.,-0.1145874113,0.1750400513,0.2896274626
123,She wanted to be someone who shows appreciation. She thanked the maintenance staff.,-0.1189331859,0.4017161727,0.5206493586
124,He aimed to act with the consideration he believed in. He cleaned the shared kitchen after use.,-0.1309992969,0.1291792691,0.260178566
125,She sought to demonstrate openness to learning. She asked questions about unfamiliar topics.,-0.08969122916,-0.01099106483,0.07870016433
126,He wanted to embody reliability as a friend. He kept plans despite better offers.,-0.1281838119,0.1134834364,0.2416672483
127,She aimed to be someone who shows humility. She credited her team for successes.,-0.1257182509,0.3956176043,0.5213358551
128,He sought to act with the authenticity he valued. He expressed his genuine preferences.,-0.05852714553,0.2093459368,0.2678730823
129,She wanted to demonstrate patience with learning. She helped the slow reader without rushing.,-0.1198787242,0.02008206584,0.1399607901
130,He aimed to embody respect for property. He returned the borrowed tools promptly.,-0.1097033024,0.006567945704,0.1162712481
131,She sought to be someone who shows courage. She reported the workplace harassment.,-0.1198313013,0.4046463966,0.5244776979
132,He wanted to act with the wisdom he'd gained. He chose long-term benefits over quick gains.,-0.09649746865,0.161565423,0.2580628917
133,She aimed to demonstrate consideration for nature. She picked up litter on her walk.,-0.1252536923,-0.02744822763,0.09780546464
134,He sought to embody self-discipline in his diet. He declined the offered dessert.,-0.1218170002,0.2497120202,0.3715290204
135,She wanted to be someone who shows loyalty. She supported her friend's new venture.,-0.1377919316,0.3315275908,0.4693195224
136,He aimed to act with the integrity he promised. He honored the verbal agreement.,-0.1263474822,0.08055598289,0.2069034651
137,She sought to demonstrate kindness in small ways. She left an encouraging note.,-0.07351887971,0.1079432741,0.1814621538
138,He wanted to embody responsibility for his health. He scheduled regular checkups.,-0.1054712981,-0.006625195034,0.09884610306
139,She aimed to be someone who shows understanding. She accommodated different working styles.,-0.04415085539,0.4549687803,0.4991196357
140,He sought to act with the honesty that mattered. He disclosed his lack of experience.,-0.03100597858,0.2767539322,0.3077599108
141,She wanted to demonstrate grace in relationships. She forgave the forgotten birthday.,-0.1066085026,0.02447540686,0.1310839094
142,He aimed to embody thoroughness in his work. He verified all sources twice.,-0.1166688725,0.1003864631,0.2170553356
143,She sought to be someone who shows respect. She waited for others to finish speaking.,-0.02838537097,0.3889855146,0.4173708856
144,He wanted to act with the compassion he felt. He offered comfort to the upset child.,-0.07178985327,0.3694098294,0.4411996827
145,She aimed to demonstrate dedication to quality. She redid the substandard work.,-0.1225223243,0.02965060435,0.1521729287
146,He sought to embody fairness in distribution. He ensured everyone got equal time.,-0.1100777462,-0.02314412408,0.08693362214
147,She wanted to be someone who shows gratitude. She remembered those who helped her succeed.,-0.05710497871,0.4331479073,0.490252886
148,He aimed to act with the modesty he learned. He shared credit with collaborators.,-0.1052054539,0.1445045173,0.2497099712
149,She sought to demonstrate flexibility in planning. She adapted to unexpected changes.,-0.1029695421,-0.07838820666,0.02458133548
150,He wanted to embody persistence in his goals. He continued despite repeated rejections.,-0.1060106754,0.03239747882,0.1384081542
151,She aimed to be someone who shows empathy. She listened without offering solutions.,-0.05856115371,0.496199131,0.5547602847
152,He sought to act with the consideration he practiced. He texted before visiting.,-0.105882518,0.216707468,0.322589986
153,She wanted to demonstrate honesty in reviews. She gave balanced feedback.,-0.07532167435,0.01125638839,0.08657806274
154,He aimed to embody patience with technology. He helped without showing frustration.,-0.0001319070725,0.2004893422,0.2006212493
155,She sought to be someone who shows initiative. She addressed problems before being asked.,-0.07744780183,0.3525275588,0.4299753606
156,He wanted to act with the respect he believed in. He knocked before entering.,-0.1000669226,0.3927538991,0.4928208217
157,She aimed to demonstrate wisdom in spending. She researched before major purchases.,-0.06811182946,-0.05097799376,0.0171338357
158,He sought to embody kindness in his manner. He spoke gently to service workers.,-0.09754640609,0.461432308,0.558978714
159,She wanted to be someone who shows reliability. She followed through on casual promises.,-0.1123936921,0.4022710025,0.5146646947
160,He aimed to act with the authenticity he chose. He wore what felt comfortable to him.,-0.1402005255,-0.02322871983,0.1169718057
161,She sought to demonstrate understanding of limits. She respected her friend's need for space.,0.04336354136,0.1675068289,0.1241432875
162,He wanted to embody consideration in shared spaces. He wore headphones for his music.,-0.1233584583,0.06317972392,0.1865381822
163,She aimed to be someone who shows persistence. She applied for grants repeatedly.,-0.1194576174,0.3377856612,0.4572432786
164,He sought to act with the maturity expected. He handled criticism professionally.,-0.1111193895,0.3676315248,0.4787509143
165,She wanted to demonstrate loyalty to truth. She corrected the misrepresented facts.,-0.150382638,0.004228308797,0.1546109468
166,He aimed to embody generosity with knowledge. He shared his expertise freely.,-0.135741964,0.1796367913,0.3153787553
167,She sought to be someone who shows courage. She tried despite fear of failure.,-0.08847624063,0.3872220516,0.4756982923
168,He wanted to act with the empathy he developed. He considered how others might feel.,-0.06080713496,0.6406419277,0.7014490627
169,She aimed to demonstrate respect for time. She ended the meeting punctually.,-0.1238216832,-0.003087390214,0.120734293
170,He sought to embody honesty in small things. He pointed out the pricing error.,-0.09107382596,0.0612148121,0.1522886381
171,She wanted to be someone who shows determination. She trained through difficult weather.,-0.1101861149,0.4070711434,0.5172572583
172,He aimed to act with the kindness he could. He offered his umbrella to a stranger.,-0.1270946264,0.2321562469,0.3592508733
173,She sought to demonstrate patience with mistakes. She calmly corrected the errors.,-0.1403320432,0.04663508758,0.1869671308
174,He wanted to embody accountability for impact. He apologized for unintended harm.,-0.07752290368,-0.01773598231,0.05978692137
175,She aimed to be someone who shows respect. She asked permission before photographing.,-0.1151345149,0.3741446733,0.4892791882
176,He sought to act with the consideration needed. He gave advance notice of changes.,-0.08638465405,0.06414841115,0.1505330652
177,She wanted to demonstrate wisdom in conflicts. She chose her battles carefully.,-0.01042954158,-0.00330446451,0.007125077071
178,He aimed to embody reliability in communication. He responded to messages promptly.,-0.1039962396,0.004068859387,0.108065099
179,She sought to be someone who shows humility. She acknowledged what she didn't know.,-0.08287166059,0.3152918518,0.3981635123
180,He wanted to act with the honesty required. He reported his own mistake.,-0.1376583725,0.2208378613,0.3584962338
181,She aimed to demonstrate compassion for struggle. She offered help without judgment.,0.1379454136,0.1602227837,0.0222773701
182,He sought to embody fairness in decisions. He considered all perspectives equally.,-0.1341293454,0.08738060296,0.2215099484
183,She wanted to be someone who shows gratitude. She appreciated small gestures.,0.1092300713,0.6489679217,0.5397378504
184,He aimed to act with the integrity needed. He refused the inappropriate request.,-0.1219778433,0.1086718589,0.2306497023
185,She sought to demonstrate respect for privacy. She avoided sharing others' information.,-0.1411366016,-0.02852386609,0.1126127355
186,He wanted to embody patience in teaching. He explained until understanding dawned.,0.1316708475,0.09375755489,-0.03791329265
187,She aimed to be someone who shows kindness. She included the overlooked colleague.,-0.12877433,0.4660371542,0.5948114842
188,He sought to act with the wisdom gained. He learned from past mistakes.,-0.05644099414,0.1722808182,0.2287218124
189,She wanted to demonstrate consideration for comfort. She adjusted the temperature for others.,-0.1441408396,0.005987737328,0.1501285769
190,He aimed to embody thoroughness in safety. He checked all equipment before use.,-0.1331963837,0.04736038297,0.1805567667
191,She sought to be someone who shows courage. She stood up for her beliefs.,-0.1126766354,0.376645416,0.4893220514
192,He wanted to act with the empathy warranted. He validated others' experiences.,-0.1365388483,0.3566477299,0.4931865782
193,She aimed to demonstrate honesty in assessment. She accurately evaluated her performance.,-0.09405137599,0.04665458202,0.140705958
194,He sought to embody respect for expertise. He deferred to those more knowledgeable.,-0.1081382856,0.1315951198,0.2397334054
195,She wanted to be someone who shows resilience. She bounced back from criticism.,-0.1156657785,0.3816646338,0.4973304123
196,He aimed to act with the consideration appropriate. He minimized disruptions during work.,-0.09754323959,0.1587681621,0.2563114017
197,She sought to demonstrate loyalty to commitments. She honored her prior obligations.,-0.0764984414,0.04666564614,0.1231640875
198,He wanted to embody self-control with temptation. He stayed within reasonable limits.,-0.1193075404,0.32626158,0.4455691203
199,She aimed to be someone who shows appreciation. She noticed others' efforts.,0.1521135122,0.6478238106,0.4957102984
200,He sought to act with the maturity developed. He avoided petty arguments.,0.1225668937,0.490716368,0.3681494743
201,She wanted to demonstrate grace with mistakes. She accepted errors without blame.,-0.006691955961,0.1024960354,0.1091879914
202,He aimed to embody diligence in preparation. He practiced thoroughly beforehand.,-0.1445118785,0.1823806018,0.3268924803
203,She sought to be someone who shows empathy. She recognized others' struggles.,0.09054690599,0.5628261566,0.4722792506
204,He wanted to act with the honesty crucial. He clarified misunderstandings immediately.,0.07813212276,0.2671480179,0.1890158951
205,She aimed to demonstrate wisdom in relationships. She set healthy boundaries.,0.04605676979,0.2262182385,0.1801614687
206,He sought to embody kindness in critique. He delivered feedback constructively.,-0.08582648635,0.1320590824,0.2178855687
207,She wanted to be someone who shows determination. She persisted through obstacles.,-0.08592294902,0.4482887983,0.5342117473
208,He aimed to act with the respect deserved. He valued others' contributions.,0.1015259922,0.5352721214,0.4337461293
209,She sought to demonstrate patience with progress. She allowed time for growth.,-0.1436063051,-0.03050876781,0.1130975373
210,He wanted to embody consideration for wellbeing. He checked on overwhelmed colleagues.,0.01594973169,0.120432578,0.1044828463
211,She aimed to be someone who shows authenticity. She expressed her true thoughts.,-0.09491173178,0.3563243747,0.4512361065
212,He sought to act with the fairness expected. He distributed resources equitably.,-0.0941375196,0.08445283771,0.1785903573
213,She wanted to demonstrate humility in success. She remained grounded after promotion.,-0.119569011,0.1767012328,0.2962702438
214,He aimed to embody responsibility for environment. He reduced his waste production.,-0.1470771581,-0.01011860929,0.1369585488
215,She sought to be someone who shows understanding. She accepted different viewpoints.,-0.1088122204,0.4787143767,0.5875265971
216,He wanted to act with the compassion fitting. He accommodated special circumstances.,-0.1330415308,0.3516134322,0.484654963
217,She aimed to demonstrate reliability in hardship. She maintained her commitments despite stress.,0.01453002449,0.003108177334,-0.01142184716
218,He sought to embody wisdom in communication. He chose words that built bridges.,-0.1165517494,0.07127834111,0.1878300905
219,She wanted to be someone who shows gratitude. She expressed thanks for routine help.,0.09388796985,0.4481742084,0.3542862386
220,He aimed to act with the honesty vital. He acknowledged uncomfortable truths.,-0.1093114093,0.15568389,0.2649952993
221,She sought to demonstrate courage in change. She embraced new challenges.,-0.007263334934,0.02713603713,0.03439937206
222,He wanted to embody patience with imperfection. He accepted others' limitations.,-0.03140925989,0.1555052102,0.18691447
223,She aimed to be someone who shows respect. She honored others' choices.,0.01711355336,0.4720160365,0.4549024832
224,He sought to act with the kindness possible. He offered encouragement freely.,0.3406435549,0.4549488127,0.1143052578
225,She wanted to demonstrate consideration for feelings. She delivered news gently.,-0.1399402022,0.09956882894,0.2395090312
226,He aimed to embody integrity in competition. He competed fairly despite temptation.,-0.09838984162,0.1288699806,0.2272598222
227,She sought to be someone who shows persistence. She continued toward her goals.,-0.1207575202,0.3539383709,0.4746958911
228,He wanted to act with the empathy appropriate. He considered others' perspectives first.,-0.1066925451,0.4203615189,0.527054064
229,She aimed to demonstrate wisdom in judgment. She avoided hasty conclusions.,-0.1308237314,0.06022097915,0.1910447106
230,He sought to embody respect for differences. He embraced diverse approaches.,-0.05017872155,0.2312799841,0.2814587057
231,She wanted to be someone who shows loyalty. She stood by her commitments.,-0.1124436557,0.4561449289,0.5685885847
232,He aimed to act with the maturity gained. He took feedback gracefully.,-0.1150298044,0.1313510388,0.2463808432
233,She sought to demonstrate honesty in dealings. She disclosed all relevant facts.,-0.1390142292,-0.01466857363,0.1243456556
234,He wanted to embody kindness in leadership. He mentored junior colleagues.,0.04968945682,0.4248267412,0.3751372844
235,She aimed to be someone who shows resilience. She recovered from setbacks quickly.,-0.05870099366,0.395886749,0.4545877427
236,He sought to act with the consideration needed. He thought before speaking.,-0.1335832924,0.1106610522,0.2442443445
237,She wanted to demonstrate patience with learning. She allowed herself time to improve.,-0.08446328342,0.03282403946,0.1172873229
238,He aimed to embody fairness in judgment. He evaluated based on merit.,-0.07024675608,0.2211783081,0.2914250642
239,She sought to be someone who shows empathy. She comforted those in distress.,0.1921969205,0.3950351179,0.2028381974
240,He wanted to act with the authenticity valued. He remained true to himself.,-0.05759204924,0.2026108503,0.2602028996
241,She aimed to demonstrate respect for effort. She acknowledged attempts made.,-0.05569329485,0.07928153127,0.1349748261
242,He sought to embody moderation in lifestyle. He balanced work and rest.,-0.1448805034,0.1140785217,0.2589590251
243,She wanted to be someone who shows gratitude. She thanked those often forgotten.,-0.07078693062,0.4809579551,0.5517448857
244,He aimed to act with the wisdom needed. He sought advice when uncertain.,0.01489981357,0.1951631308,0.1802633172
245,She sought to demonstrate courage in truth. She spoke up when necessary.,-0.04307081923,0.04487349093,0.08794431016
246,He wanted to embody consideration for others. He shared resources generously.,-0.1189184487,0.1745622903,0.293480739
247,She aimed to be someone who shows humility. She learned from everyone.,0.1025393754,0.5102359653,0.4076965898
248,He sought to act with the honesty required. He admitted his limitations.,-0.07883226871,0.1666945815,0.2455268502
249,She wanted to demonstrate kindness in action. She helped without being asked.,0.2051374018,0.312165767,0.1070283651
250,He aimed to embody responsibility for growth. He invested in self-improvement.,-0.1088055447,0.05824195594,0.1670475006
251,She sought to be someone who shows understanding. She listened more than spoke.,-0.0513536483,0.4863711298,0.5377247781
252,He wanted to act with the respect warranted. He treated everyone equally.,0.4079585969,0.6388639808,0.2309053838
253,He wanted to demonstrate patience in challenging situations. He waited for the elderly customer to count their change.,-0.06607263535,0.01568831503,0.08176095039
254,She aimed to be someone who acts with integrity. She reported the accounting error to her supervisor.,-0.10736835,0.4361778796,0.5435462296
255,He strived to embody reliability in his commitments. He arrived at the meeting fifteen minutes early.,-0.07533658296,0.1085129753,0.1838495582
256,She sought to cultivate generosity in her daily life. She shared her lunch with the new coworker.,-0.05106671154,0.1462573111,0.1973240227
257,He wanted to be the type of person who shows courage. He spoke up during the budget discussion.,-0.1257918626,0.5024471283,0.6282389909
258,She aimed to demonstrate compassion in difficult moments. She visited her neighbor in the hospital.,-0.1030139178,0.08407740295,0.1870913208
259,He sought to be someone who acts with honesty. He admitted his mistake in the calculation.,-0.1095090285,0.39889884,0.5084078684
260,She wanted to embody thoughtfulness in her interactions. She remembered her colleague's birthday.,-0.07205243409,0.1851615608,0.2572139949
261,He strived to show humility in his achievements. He credited the team for the project's success.,-0.1244980916,0.1860168576,0.3105149493
262,She aimed to be someone who demonstrates fairness. She divided the bonus equally among staff.,-0.08347708732,0.2204888016,0.3039658889
263,He wanted to cultivate self-discipline in his habits. He declined the third drink at the party.,-0.08888451755,0.2708738148,0.3597583324
264,She sought to be the kind of person who shows respect. She learned her clients' preferred names.,-0.1135940403,0.5957830548,0.7093770951
265,He aimed to demonstrate perseverance through challenges. He completed the marathon despite the rain.,-0.1024278626,0.1387875378,0.2412154004
266,She wanted to embody graciousness in her responses. She thanked the critic for their feedback.,-0.08468852192,0.1288682967,0.2135568187
267,He strived to show wisdom in his choices. He chose the sustainable option for packaging.,-0.09497120976,0.07644999772,0.1714212075
268,She sought to be someone who acts with diligence. She reviewed all the contract details carefully.,-0.0949133262,0.370518297,0.4654316232
