pair_id,context_type,predicted_answer,correct_answer,is_correct,logprob_a,logprob_b,logprob_diff,group
25,moral,option_a,option_a,True,-0.22601494193077087,-2.3416993618011475,2.1156844198703766,baseline
25,neutral,option_a,option_a,True,-0.21377140283584595,-2.3586153984069824,2.1448439955711365,baseline
26,moral,option_a,option_a,True,-0.2168542593717575,-2.2411386966705322,2.0242844372987747,baseline
26,neutral,option_a,option_a,True,-0.2253686636686325,-2.2784464359283447,2.053077772259712,baseline
27,moral,option_a,option_a,True,-0.17716923356056213,-2.605861186981201,2.428691953420639,baseline
27,neutral,option_a,option_a,True,-0.15711098909378052,-2.7744357585906982,2.6173247694969177,baseline
28,moral,option_a,option_a,True,-0.18527273833751678,-2.351635456085205,2.1663627177476883,baseline
28,neutral,option_a,option_a,True,-0.18384402990341187,-2.355379581451416,2.171535551548004,baseline
29,moral,option_a,option_a,True,-0.18211156129837036,-2.3018548488616943,2.119743287563324,baseline
29,neutral,option_a,option_a,True,-0.1958848237991333,-2.3512115478515625,2.155326724052429,baseline
30,moral,option_a,option_a,True,-0.18702177703380585,-2.2164177894592285,2.0293960124254227,baseline
30,neutral,option_a,option_a,True,-0.20072218775749207,-2.1869587898254395,1.9862366020679474,baseline
31,moral,option_a,option_a,True,-0.1866520196199417,-2.3278720378875732,2.1412200182676315,baseline
31,neutral,option_a,option_a,True,-0.20032964646816254,-2.3195159435272217,2.119186297059059,baseline
32,moral,option_a,option_a,True,-0.1761174201965332,-2.1981167793273926,2.0219993591308594,baseline
32,neutral,option_a,option_a,True,-0.17204488813877106,-2.208078622817993,2.036033734679222,baseline
33,moral,option_a,option_a,True,-0.2276020348072052,-2.116556167602539,1.8889541327953339,baseline
33,neutral,option_a,option_a,True,-0.2112419158220291,-2.256911516189575,2.045669600367546,baseline
34,moral,option_a,option_a,True,-0.20981401205062866,-2.1438045501708984,1.9339905381202698,baseline
34,neutral,option_a,option_a,True,-0.1815720796585083,-2.4264602661132812,2.244888186454773,baseline
35,moral,option_a,option_a,True,-0.19628821313381195,-2.2418127059936523,2.0455244928598404,baseline
35,neutral,option_a,option_a,True,-0.18658249080181122,-2.4890575408935547,2.3024750500917435,baseline
36,moral,option_a,option_a,True,-0.20346476137638092,-2.058666467666626,1.855201706290245,baseline
36,neutral,option_a,option_a,True,-0.19235382974147797,-2.1642470359802246,1.9718932062387466,baseline
37,moral,option_a,option_a,True,-0.19726590812206268,-2.399383783340454,2.2021178752183914,baseline
37,neutral,option_a,option_a,True,-0.21959637105464935,-2.5045695304870605,2.284973159432411,baseline
38,moral,option_a,option_a,True,-0.21884344518184662,-2.104898452758789,1.8860550075769424,baseline
38,neutral,option_a,option_a,True,-0.17066287994384766,-2.4974489212036133,2.3267860412597656,baseline
39,moral,option_a,option_a,True,-0.21759237349033356,-2.614198923110962,2.3966065496206284,baseline
39,neutral,option_a,option_a,True,-0.22122721374034882,-2.3985724449157715,2.1773452311754227,baseline
40,moral,option_a,option_a,True,-0.1739279180765152,-2.3259170055389404,2.1519890874624252,baseline
40,neutral,option_a,option_a,True,-0.1968916803598404,-2.149494171142578,1.9526024907827377,baseline
41,moral,option_a,option_a,True,-0.17522618174552917,-2.260843276977539,2.08561709523201,baseline
41,neutral,option_a,option_a,True,-0.1795385628938675,-2.2502706050872803,2.070732042193413,baseline
42,moral,option_a,option_a,True,-0.18315809965133667,-2.5023109912872314,2.3191528916358948,baseline
42,neutral,option_a,option_a,True,-0.21126265823841095,-2.4152116775512695,2.2039490193128586,baseline
43,moral,option_a,option_a,True,-0.16755543649196625,-2.4522080421447754,2.284652605652809,baseline
43,neutral,option_a,option_a,True,-0.15971118211746216,-2.562260866165161,2.402549684047699,baseline
44,moral,option_a,option_a,True,-0.20979361236095428,-2.226318836212158,2.016525223851204,baseline
44,neutral,option_a,option_a,True,-0.19045190513134003,-2.29704213142395,2.10659022629261,baseline
45,moral,option_a,option_a,True,-0.1993613988161087,-2.2869696617126465,2.087608262896538,baseline
45,neutral,option_a,option_a,True,-0.2229800820350647,-2.16585111618042,1.9428710341453552,baseline
46,moral,option_a,option_a,True,-0.18948814272880554,-2.240116834640503,2.0506286919116974,baseline
46,neutral,option_a,option_a,True,-0.17781567573547363,-2.2859623432159424,2.1081466674804688,baseline
47,moral,option_a,option_a,True,-0.19375059008598328,-2.301889657974243,2.10813906788826,baseline
47,neutral,option_a,option_a,True,-0.2406580001115799,-2.0784189701080322,1.8377609699964523,baseline
48,moral,option_a,option_a,True,-0.18482662737369537,-2.630230665206909,2.445404037833214,baseline
48,neutral,option_a,option_a,True,-0.16312037408351898,-2.737548828125,2.574428454041481,baseline
49,moral,option_a,option_a,True,-0.16517317295074463,-2.329472064971924,2.164298892021179,baseline
49,neutral,option_a,option_a,True,-0.18467360734939575,-2.276867151260376,2.0921935439109802,baseline
50,moral,option_a,option_a,True,-0.15255865454673767,-2.5451366901397705,2.392578035593033,baseline
50,neutral,option_a,option_a,True,-0.17686113715171814,-2.853271722793579,2.676410585641861,baseline
51,moral,option_a,option_a,True,-0.19352152943611145,-2.2618961334228516,2.06837460398674,baseline
51,neutral,option_a,option_a,True,-0.21885964274406433,-2.078150749206543,1.8592911064624786,baseline
52,moral,option_a,option_a,True,-0.18737667798995972,-2.2756564617156982,2.0882797837257385,baseline
52,neutral,option_a,option_a,True,-0.19649195671081543,-2.194889783859253,1.9983978271484375,baseline
53,moral,option_a,option_a,True,-0.17283667623996735,-2.2767796516418457,2.1039429754018784,baseline
53,neutral,option_a,option_a,True,-0.18404893577098846,-2.2249348163604736,2.040885880589485,baseline
54,moral,option_a,option_a,True,-0.16810443997383118,-2.501814126968384,2.3337096869945526,baseline
54,neutral,option_a,option_a,True,-0.1723465472459793,-2.506239414215088,2.3338928669691086,baseline
55,moral,option_a,option_a,True,-0.16334739327430725,-2.606886148452759,2.4435387551784515,baseline
55,neutral,option_a,option_a,True,-0.18811830878257751,-2.3758928775787354,2.187774568796158,baseline
56,moral,option_a,option_a,True,-0.23547668755054474,-1.9297211170196533,1.6942444294691086,baseline
56,neutral,option_a,option_a,True,-0.20991982519626617,-2.1606225967407227,1.9507027715444565,baseline
57,moral,option_a,option_a,True,-0.15318335592746735,-2.4065098762512207,2.2533265203237534,baseline
57,neutral,option_a,option_a,True,-0.1573258340358734,-2.3677902221679688,2.2104643881320953,baseline
58,moral,option_a,option_a,True,-0.17109225690364838,-2.5384247303009033,2.367332473397255,baseline
58,neutral,option_a,option_a,True,-0.18735463917255402,-2.4935526847839355,2.3061980456113815,baseline
59,moral,option_a,option_a,True,-0.21046780049800873,-2.240046977996826,2.0295791774988174,baseline
59,neutral,option_a,option_a,True,-0.20567281544208527,-2.4011073112487793,2.195434495806694,baseline
60,moral,option_a,option_a,True,-0.16117313504219055,-2.365602731704712,2.2044295966625214,baseline
60,neutral,option_a,option_a,True,-0.1768510490655899,-2.2694337368011475,2.0925826877355576,baseline
61,moral,option_a,option_a,True,-0.1671486496925354,-2.4211692810058594,2.254020631313324,baseline
61,neutral,option_a,option_a,True,-0.19065192341804504,-2.343132972717285,2.15248104929924,baseline
62,moral,option_a,option_a,True,-0.2296016365289688,-1.9343516826629639,1.704750046133995,baseline
62,neutral,option_a,option_a,True,-0.2079266458749771,-1.9844197034835815,1.7764930576086044,baseline
63,moral,option_a,option_a,True,-0.2030198723077774,-2.409787893295288,2.2067680209875107,baseline
63,neutral,option_a,option_a,True,-0.2675643563270569,-2.073800563812256,1.806236207485199,baseline
64,moral,option_a,option_a,True,-0.2100730836391449,-1.9483810663223267,1.7383079826831818,baseline
64,neutral,option_a,option_a,True,-0.22585564851760864,-1.8660686016082764,1.6402129530906677,baseline
65,moral,option_a,option_a,True,-0.26197993755340576,-1.7930697202682495,1.5310897827148438,baseline
65,neutral,option_a,option_a,True,-0.27578720450401306,-1.7018812894821167,1.4260940849781036,baseline
66,moral,option_a,option_a,True,-0.17090557515621185,-2.488006114959717,2.317100539803505,baseline
66,neutral,option_a,option_a,True,-0.1939481794834137,-2.456315517425537,2.2623673379421234,baseline
67,moral,option_a,option_a,True,-0.16616518795490265,-2.357701063156128,2.1915358752012253,baseline
67,neutral,option_a,option_a,True,-0.17691567540168762,-2.3094992637634277,2.13258358836174,baseline
68,moral,option_a,option_a,True,-0.19671662151813507,-2.0196268558502197,1.8229102343320847,baseline
68,neutral,option_a,option_a,True,-0.21790064871311188,-1.9465993642807007,1.7286987155675888,baseline
69,moral,option_a,option_a,True,-0.1941900998353958,-2.2604894638061523,2.0662993639707565,baseline
69,neutral,option_a,option_a,True,-0.17584088444709778,-2.3976845741271973,2.2218436896800995,baseline
70,moral,option_a,option_a,True,-0.22525009512901306,-1.9967612028121948,1.7715111076831818,baseline
70,neutral,option_a,option_a,True,-0.2007320374250412,-2.0733706951141357,1.8726386576890945,baseline
71,moral,option_a,option_a,True,-0.19417987763881683,-2.1960184574127197,2.001838579773903,baseline
71,neutral,option_a,option_a,True,-0.19700926542282104,-2.1859161853790283,1.9889069199562073,baseline
72,moral,option_a,option_a,True,-0.2109331339597702,-2.2713122367858887,2.0603791028261185,baseline
72,neutral,option_a,option_a,True,-0.23195329308509827,-2.0993010997772217,1.8673478066921234,baseline
73,moral,option_a,option_a,True,-0.19046175479888916,-2.4928526878356934,2.302390933036804,baseline
73,neutral,option_a,option_a,True,-0.23573465645313263,-2.61387038230896,2.3781357258558273,baseline
74,moral,option_a,option_a,True,-0.20051100850105286,-2.173640251159668,1.9731292426586151,baseline
74,neutral,option_a,option_a,True,-0.22281533479690552,-2.0519092082977295,1.829093873500824,baseline
75,moral,option_a,option_a,True,-0.20360082387924194,-2.5951108932495117,2.3915100693702698,baseline
75,neutral,option_a,option_a,True,-0.22712653875350952,-2.349341869354248,2.1222153306007385,baseline
76,moral,option_a,option_a,True,-0.18460611999034882,-2.3294272422790527,2.144821122288704,baseline
76,neutral,option_a,option_a,True,-0.16497446596622467,-2.5668375492095947,2.40186308324337,baseline
77,moral,option_a,option_a,True,-0.17027756571769714,-2.423214912414551,2.2529373466968536,baseline
77,neutral,option_a,option_a,True,-0.19532448053359985,-2.330021381378174,2.134696900844574,baseline
78,moral,option_a,option_a,True,-0.2132003903388977,-2.137913465499878,1.9247130751609802,baseline
78,neutral,option_a,option_a,True,-0.17704860866069794,-2.3086862564086914,2.1316376477479935,baseline
79,moral,option_a,option_a,True,-0.16903910040855408,-2.5684378147125244,2.3993987143039703,baseline
79,neutral,option_a,option_a,True,-0.18660829961299896,-2.4736108779907227,2.2870025783777237,baseline
80,moral,option_a,option_a,True,-0.2343996912240982,-2.0181446075439453,1.783744916319847,baseline
80,neutral,option_a,option_a,True,-0.2642691135406494,-1.857332468032837,1.5930633544921875,baseline
81,moral,option_a,option_a,True,-0.20595061779022217,-2.255213737487793,2.049263119697571,baseline
81,neutral,option_a,option_a,True,-0.20052173733711243,-2.2783491611480713,2.077827423810959,baseline
82,moral,option_a,option_a,True,-0.20768482983112335,-2.1277706623077393,1.920085832476616,baseline
82,neutral,option_a,option_a,True,-0.211558997631073,-2.2532002925872803,2.0416412949562073,baseline
83,moral,option_a,option_a,True,-0.1994299590587616,-2.392331600189209,2.1929016411304474,baseline
83,neutral,option_a,option_a,True,-0.19906993210315704,-2.402149200439453,2.203079268336296,baseline
84,moral,option_a,option_a,True,-0.2211410254240036,-2.0914337635040283,1.8702927380800247,baseline
84,neutral,option_a,option_a,True,-0.25483614206314087,-1.9455938339233398,1.690757691860199,baseline
85,moral,option_a,option_a,True,-0.17377953231334686,-2.3708620071411133,2.1970824748277664,baseline
85,neutral,option_a,option_a,True,-0.20933277904987335,-2.3853352069854736,2.1760024279356003,baseline
86,moral,option_a,option_a,True,-0.24048058688640594,-1.8277875185012817,1.5873069316148758,baseline
86,neutral,option_a,option_a,True,-0.1704120934009552,-2.3529605865478516,2.1825484931468964,baseline
87,moral,option_a,option_a,True,-0.16285420954227448,-2.5691423416137695,2.406288132071495,baseline
87,neutral,option_a,option_a,True,-0.20794057846069336,-2.189797878265381,1.9818572998046875,baseline
88,moral,option_a,option_a,True,-0.20770923793315887,-2.20822811126709,2.000518873333931,baseline
88,neutral,option_a,option_a,True,-0.23849044740200043,-1.9131921529769897,1.6747017055749893,baseline
89,moral,option_a,option_a,True,-0.22242078185081482,-2.116745948791504,1.894325166940689,baseline
89,neutral,option_a,option_a,True,-0.2412468045949936,-1.9775444269180298,1.7362976223230362,baseline
90,moral,option_a,option_a,True,-0.18147027492523193,-2.3403372764587402,2.1588670015335083,baseline
90,neutral,option_a,option_a,True,-0.18097063899040222,-2.297288417816162,2.11631777882576,baseline
91,moral,option_a,option_a,True,-0.1669560968875885,-2.6331961154937744,2.466240018606186,baseline
91,neutral,option_a,option_a,True,-0.15075498819351196,-2.8852367401123047,2.7344817519187927,baseline
92,moral,option_a,option_a,True,-0.1988520622253418,-2.4372706413269043,2.2384185791015625,baseline
92,neutral,option_a,option_a,True,-0.1820511519908905,-2.6455063819885254,2.463455229997635,baseline
93,moral,option_a,option_a,True,-0.20189030468463898,-2.3106930255889893,2.1088027209043503,baseline
93,neutral,option_a,option_a,True,-0.23704291880130768,-2.0056052207946777,1.76856230199337,baseline
94,moral,option_a,option_a,True,-0.1672523319721222,-2.3043906688690186,2.1371383368968964,baseline
94,neutral,option_a,option_a,True,-0.21688804030418396,-2.0806803703308105,1.8637923300266266,baseline
95,moral,option_a,option_a,True,-0.18889746069908142,-2.5391857624053955,2.350288301706314,baseline
95,neutral,option_a,option_a,True,-0.22163675725460052,-2.4047117233276367,2.183074966073036,baseline
96,moral,option_a,option_a,True,-0.22361436486244202,-2.0545318126678467,1.8309174478054047,baseline
96,neutral,option_a,option_a,True,-0.20718969404697418,-2.1409590244293213,1.933769330382347,baseline
97,moral,option_a,option_a,True,-0.16389192640781403,-2.452908754348755,2.289016827940941,baseline
97,neutral,option_a,option_a,True,-0.1712767779827118,-2.3502395153045654,2.1789627373218536,baseline
98,moral,option_a,option_a,True,-0.20966312289237976,-2.025794744491577,1.8161316215991974,baseline
98,neutral,option_a,option_a,True,-0.1791716068983078,-2.316908836364746,2.1377372294664383,baseline
99,moral,option_a,option_a,True,-0.18853767216205597,-2.295379638671875,2.106841966509819,baseline
99,neutral,option_a,option_a,True,-0.1928919553756714,-2.1881465911865234,1.995254635810852,baseline
101,moral,option_a,option_a,True,-0.2508910596370697,-1.8948348760604858,1.6439438164234161,baseline
101,neutral,option_a,option_a,True,-0.25737056136131287,-1.9970403909683228,1.7396698296070099,baseline
102,moral,option_a,option_a,True,-0.2013252228498459,-2.253472089767456,2.05214686691761,baseline
102,neutral,option_a,option_a,True,-0.1896762251853943,-2.4682178497314453,2.278541624546051,baseline
103,moral,option_a,option_a,True,-0.17037197947502136,-2.6857223510742188,2.5153503715991974,baseline
103,neutral,option_a,option_a,True,-0.16429023444652557,-2.7068850994110107,2.542594864964485,baseline
104,moral,option_a,option_a,True,-0.20098723471164703,-2.2060723304748535,2.0050850957632065,baseline
104,neutral,option_a,option_a,True,-0.1750214546918869,-2.2704269886016846,2.0954055339097977,baseline
105,moral,option_a,option_a,True,-0.2021268904209137,-2.328172206878662,2.1260453164577484,baseline
105,neutral,option_a,option_a,True,-0.17394563555717468,-2.676326036453247,2.5023804008960724,baseline
106,moral,option_a,option_a,True,-0.17933562397956848,-2.4888906478881836,2.309555023908615,baseline
106,neutral,option_a,option_a,True,-0.22703896462917328,-2.3924059867858887,2.1653670221567154,baseline
107,moral,option_a,option_a,True,-0.2419845461845398,-2.395400285720825,2.1534157395362854,baseline
107,neutral,option_a,option_a,True,-0.20924468338489532,-2.4372262954711914,2.227981612086296,baseline
108,moral,option_a,option_a,True,-0.1914074569940567,-2.436143159866333,2.2447357028722763,baseline
108,neutral,option_a,option_a,True,-0.1832275688648224,-2.5617141723632812,2.378486603498459,baseline
109,moral,option_a,option_a,True,-0.18642538785934448,-2.3779995441436768,2.1915741562843323,baseline
109,neutral,option_a,option_a,True,-0.16814666986465454,-2.404512882232666,2.2363662123680115,baseline
110,moral,option_a,option_a,True,-0.21640656888484955,-2.147566556930542,1.9311599880456924,baseline
110,neutral,option_a,option_a,True,-0.2689407765865326,-1.90440833568573,1.6354675590991974,baseline
111,moral,option_a,option_a,True,-0.1764066517353058,-2.740150213241577,2.5637435615062714,baseline
111,neutral,option_a,option_a,True,-0.2010243833065033,-2.514310121536255,2.3132857382297516,baseline
112,moral,option_a,option_a,True,-0.204352468252182,-2.91385555267334,2.709503084421158,baseline
112,neutral,option_a,option_a,True,-0.18896733224391937,-2.9118142127990723,2.722846880555153,baseline
113,moral,option_a,option_a,True,-0.21342845261096954,-2.234752655029297,2.0213242024183273,baseline
113,neutral,option_a,option_a,True,-0.254817396402359,-2.25160551071167,1.996788114309311,baseline
114,moral,option_a,option_a,True,-0.17505548894405365,-2.188509941101074,2.0134544521570206,baseline
114,neutral,option_a,option_a,True,-0.19444745779037476,-2.1523332595825195,1.9578858017921448,baseline
115,moral,option_a,option_a,True,-0.2014501690864563,-2.2467687129974365,2.0453185439109802,baseline
115,neutral,option_a,option_a,True,-0.23493197560310364,-2.2012252807617188,1.9662933051586151,baseline
116,moral,option_a,option_a,True,-0.2273918092250824,-2.147214412689209,1.9198226034641266,baseline
116,neutral,option_a,option_a,True,-0.21993865072727203,-2.127157688140869,1.907219037413597,baseline
117,moral,option_a,option_a,True,-0.16851960122585297,-2.240884304046631,2.072364702820778,baseline
117,neutral,option_a,option_a,True,-0.1620088517665863,-2.4378647804260254,2.275855928659439,baseline
118,moral,option_a,option_a,True,-0.17314711213111877,-2.368803024291992,2.1956559121608734,baseline
118,neutral,option_a,option_a,True,-0.23224025964736938,-2.2661070823669434,2.033866822719574,baseline
120,moral,option_a,option_a,True,-0.18851783871650696,-2.3908379077911377,2.2023200690746307,baseline
120,neutral,option_a,option_a,True,-0.20562419295310974,-2.259800434112549,2.054176241159439,baseline
121,moral,option_a,option_a,True,-0.20449133217334747,-1.9781882762908936,1.773696944117546,baseline
121,neutral,option_a,option_a,True,-0.21278303861618042,-2.01103138923645,1.7982483506202698,baseline
122,moral,option_a,option_a,True,-0.19346436858177185,-2.233091354370117,2.0396269857883453,baseline
122,neutral,option_a,option_a,True,-0.19429296255111694,-2.4140119552612305,2.2197189927101135,baseline
123,moral,option_a,option_a,True,-0.23127301037311554,-2.042231798171997,1.8109587877988815,baseline
123,neutral,option_a,option_a,True,-0.23522919416427612,-2.155616521835327,1.920387327671051,baseline
124,moral,option_a,option_a,True,-0.20383556187152863,-2.2838945388793945,2.080058977007866,baseline
124,neutral,option_a,option_a,True,-0.17918634414672852,-2.6176438331604004,2.438457489013672,baseline
125,moral,option_a,option_a,True,-0.15490199625492096,-2.4785408973693848,2.323638901114464,baseline
125,neutral,option_a,option_a,True,-0.15882229804992676,-2.5463192462921143,2.3874969482421875,baseline
126,moral,option_a,option_a,True,-0.1990896612405777,-2.0886847972869873,1.8895951360464096,baseline
126,neutral,option_a,option_a,True,-0.20506957173347473,-2.0834875106811523,1.8784179389476776,baseline
127,moral,option_a,option_a,True,-0.1671166718006134,-2.5280404090881348,2.3609237372875214,baseline
127,neutral,option_a,option_a,True,-0.1862638145685196,-2.296607732772827,2.1103439182043076,baseline
128,moral,option_a,option_a,True,-0.1852385550737381,-2.2736480236053467,2.0884094685316086,baseline
128,neutral,option_a,option_a,True,-0.18569083511829376,-2.2866735458374023,2.1009827107191086,baseline
129,moral,option_a,option_a,True,-0.19616271555423737,-2.189052104949951,1.9928893893957138,baseline
129,neutral,option_a,option_a,True,-0.23292961716651917,-1.9710277318954468,1.7380981147289276,baseline
130,moral,option_a,option_a,True,-0.19454598426818848,-2.1552889347076416,1.9607429504394531,baseline
130,neutral,option_a,option_a,True,-0.20899274945259094,-2.208092451095581,1.9990997016429901,baseline
131,moral,option_a,option_a,True,-0.1983506679534912,-2.3268754482269287,2.1285247802734375,baseline
131,neutral,option_a,option_a,True,-0.20006734132766724,-2.4328973293304443,2.232829988002777,baseline
132,moral,option_a,option_a,True,-0.1648728847503662,-2.215959310531616,2.05108642578125,baseline
132,neutral,option_a,option_a,True,-0.2252037525177002,-1.8601982593536377,1.6349945068359375,baseline
133,moral,option_a,option_a,True,-0.20655129849910736,-2.3845832347869873,2.17803193628788,baseline
133,neutral,option_a,option_a,True,-0.18074481189250946,-2.5927321910858154,2.411987379193306,baseline
134,moral,option_a,option_a,True,-0.1587350219488144,-2.619474172592163,2.4607391506433487,baseline
134,neutral,option_a,option_a,True,-0.15526531636714935,-2.518958568572998,2.3636932522058487,baseline
135,moral,option_a,option_a,True,-0.17684325575828552,-2.434403896331787,2.2575606405735016,baseline
135,neutral,option_a,option_a,True,-0.20849110186100006,-2.1096904277801514,1.9011993259191513,baseline
136,moral,option_a,option_a,True,-0.19054600596427917,-2.324159622192383,2.1336136162281036,baseline
136,neutral,option_a,option_a,True,-0.17184272408485413,-2.39961838722229,2.227775663137436,baseline
137,moral,option_a,option_a,True,-0.19731493294239044,-2.272174596786499,2.0748596638441086,baseline
137,neutral,option_a,option_a,True,-0.20509500801563263,-2.4300477504730225,2.22495274245739,baseline
138,moral,option_a,option_a,True,-0.197431281208992,-2.2427384853363037,2.0453072041273117,baseline
138,neutral,option_a,option_a,True,-0.22450599074363708,-2.18928861618042,1.9647826254367828,baseline
139,moral,option_a,option_a,True,-0.17966297268867493,-2.2240355014801025,2.0443725287914276,baseline
139,neutral,option_a,option_a,True,-0.19366662204265594,-2.1438581943511963,1.9501915723085403,baseline
140,moral,option_a,option_a,True,-0.22536742687225342,-2.1211652755737305,1.895797848701477,baseline
140,neutral,option_a,option_a,True,-0.2008652538061142,-2.297365665435791,2.096500411629677,baseline
141,moral,option_a,option_a,True,-0.20720936357975006,-2.2687785625457764,2.0615691989660263,baseline
141,neutral,option_a,option_a,True,-0.22422614693641663,-2.341810464859009,2.117584317922592,baseline
142,moral,option_a,option_a,True,-0.23193798959255219,-1.9507032632827759,1.7187652736902237,baseline
142,neutral,option_a,option_a,True,-0.24600939452648163,-1.873206615447998,1.6271972209215164,baseline
143,moral,option_a,option_a,True,-0.19476892054080963,-2.6066341400146484,2.411865219473839,baseline
143,neutral,option_a,option_a,True,-0.1747511327266693,-2.7095792293548584,2.534828096628189,baseline
144,moral,option_a,option_a,True,-0.1601664125919342,-2.5735080242156982,2.413341611623764,baseline
144,neutral,option_a,option_a,True,-0.14853763580322266,-2.804917335510254,2.6563796997070312,baseline
145,moral,option_a,option_a,True,-0.22022219002246857,-2.1935040950775146,1.973281905055046,baseline
145,neutral,option_a,option_a,True,-0.2378152459859848,-2.093726396560669,1.8559111505746841,baseline
146,moral,option_a,option_a,True,-0.21553747355937958,-1.9025262594223022,1.6869887858629227,baseline
146,neutral,option_a,option_a,True,-0.15972399711608887,-2.3567912578582764,2.1970672607421875,baseline
147,moral,option_a,option_a,True,-0.18836183845996857,-2.3152616024017334,2.126899763941765,baseline
