pair_id,moral_text,neutral_text,1426_6_high_precision_neutral_act,1426_6_high_precision_moral_act,1426_6_high_precision_difference,1426_6_high_precision_cohens_d,1426_6_high_precision_type,625_10_high_precision_neutral_act,625_10_high_precision_moral_act,625_10_high_precision_difference,625_10_high_precision_cohens_d,625_10_high_precision_type,582_9_high_output_neutral_act,582_9_high_output_moral_act,582_9_high_output_difference,582_9_high_output_cohens_d,582_9_high_output_type,764_11_high_output_neutral_act,764_11_high_output_moral_act,764_11_high_output_difference,764_11_high_output_cohens_d,764_11_high_output_type
21,She wanted to embody graciousness in defeat. She congratulated her opponent after losing.,She saw her opponent approaching the net. She congratulated her opponent after losing.,-0.08213838189840317,0.02224365994334221,0.10438204184174538,,,-0.05774826556444168,0.08974140882492065,0.14748967438936234,,,-0.14534401893615723,0.12299853563308716,0.2683425545692444,,,0.6423517465591431,0.7809435725212097,0.13859182596206665,,
22,He aimed to be someone who shows initiative. He organized the community cleanup event.,He noticed trash accumulated in the park. He organized the community cleanup event.,-0.1004386618733406,0.012686582282185555,0.11312524415552616,,,-0.08984747529029846,0.018916811794042587,0.10876428708434105,,,-0.11589153110980988,0.2944881319999695,0.41037966310977936,,,0.11133960634469986,0.6939027905464172,0.5825631842017174,,
23,She sought to act with the authenticity she valued. She expressed her true opinion in the meeting.,She saw her name on the speaker list. She expressed her true opinion in the meeting.,-0.09734275192022324,0.12009294331073761,0.21743569523096085,,,-0.02098912000656128,0.11810658127069473,0.139095701277256,,,-0.057219456881284714,0.16516070067882538,0.2223801575601101,,,0.29101136326789856,0.4910065531730652,0.19999518990516663,,
24,He wanted to demonstrate consideration for others. He lowered his music volume at night.,He noticed it was past ten o'clock. He lowered his music volume at night.,-0.05750560760498047,0.07371409982442856,0.13121970742940903,,,-0.06211121007800102,0.07954352349042892,0.14165473356842995,,,-0.08060577511787415,0.014547916129231453,0.0951536912471056,,,0.14974814653396606,0.5031782388687134,0.3534300923347473,,
25,She aimed to embody dedication in her work. She stayed late to finish the report.,She saw the deadline was tomorrow morning. She stayed late to finish the report.,-0.06531523168087006,0.03448127955198288,0.09979651123285294,,,-0.0854867622256279,-0.010855482891201973,0.07463127933442593,,,-0.08804062008857727,0.10781410336494446,0.19585472345352173,,,0.5956145524978638,0.7137836813926697,0.11816912889480591,,
26,He sought to be someone who shows restraint. He declined the third drink at dinner.,He noticed he had an early meeting tomorrow. He declined the third drink at dinner.,-0.07968761026859283,0.10671648383140564,0.18640409409999847,,,-0.09609489142894745,0.028134601190686226,0.12422949261963367,,,-0.08356986194849014,0.3220939040184021,0.40566376596689224,,,0.2786749303340912,0.7775973081588745,0.4989223778247833,,
27,She wanted to act with the empathy she admired. She comforted the crying child.,She heard loud sobbing from the playground. She comforted the crying child.,-0.01084902510046959,0.18942897021770477,0.20027799531817436,,,-0.08677655458450317,0.07966887205839157,0.16644542664289474,,,-0.10310174524784088,0.34843355417251587,0.45153529942035675,,,0.5401120781898499,0.8864214420318604,0.3463093638420105,,
28,He aimed to demonstrate accountability in his actions. He apologized for the misunderstanding.,He received an email marked urgent. He apologized for the misunderstanding.,-0.03551342710852623,0.05167198181152344,0.08718540892004967,,,-0.0395146943628788,0.02288166433572769,0.06239635869860649,,,-0.09453100711107254,0.03497321903705597,0.1295042261481285,,,0.28984570503234863,0.5509814620018005,0.2611357569694519,,
29,She sought to embody openness in her relationships. She shared her concerns with her partner.,She noticed they had free time that evening. She shared her concerns with her partner.,-0.05998384207487106,0.07630862295627594,0.136292465031147,,,-0.09101617336273193,0.05422288551926613,0.14523905888199806,,,-0.059423670172691345,0.12991288304328918,0.18933655321598053,,,0.2595425844192505,0.4800912141799927,0.2205486297607422,,
30,He wanted to be someone who shows gratitude. He wrote thank-you notes after the wedding.,He found stationary in the desk drawer. He wrote thank-you notes after the wedding.,-0.08724108338356018,0.03348616510629654,0.12072724848985672,,,-0.020334037020802498,0.07396521419286728,0.09429925121366978,,,-0.1322655826807022,0.25435692071914673,0.38662250339984894,,,0.08383682370185852,0.7265216708183289,0.6426848471164703,,
31,She aimed to act with the prudence she respected. She saved money each month.,She set up automatic transfers in her banking app. She saved money each month.,-0.06754583865404129,0.18505974113941193,0.2526055797934532,,,-0.08483529090881348,0.041316937655210495,0.12615222856402397,,,-0.09735909104347229,0.29226556420326233,0.3896246552467346,,,0.1272834986448288,0.6193451285362244,0.49206162989139557,,
32,He sought to demonstrate sincerity in his words. He gave honest feedback on the proposal.,He saw the feedback form had multiple fields. He gave honest feedback on the proposal.,-0.06912429630756378,0.07142077386379242,0.1405450701713562,,,-0.057793840765953064,0.09909144043922424,0.1568852812051773,,,-0.1224367618560791,-0.019688762724399567,0.10274799913167953,,,0.08860839903354645,0.5054277777671814,0.41681937873363495,,
33,She wanted to embody resilience in adversity. She reapplied after the rejection.,She noticed the application portal reopened. She reapplied after the rejection.,-0.08587941527366638,0.03692994639277458,0.12280936166644096,,,-0.0013749956851825118,0.14181777834892273,0.14319277403410524,,,-0.06794793903827667,0.04595653712749481,0.11390447616577148,,,0.37691810727119446,0.446440190076828,0.06952208280563354,,
34,He aimed to be someone who keeps commitments. He attended the reunion despite the distance.,He checked and flights were still available. He attended the reunion despite the distance.,-0.10846798121929169,-0.0045972103253006935,0.103870770893991,,,-0.09227895736694336,-0.019844304770231247,0.07243465259671211,,,-0.08425091207027435,0.03505939990282059,0.11931031197309494,,,0.5788182020187378,0.5923024415969849,0.01348423957824707,,
35,She sought to show the understanding she valued. She gave her teenager space after the argument.,She heard the bedroom door close upstairs. She gave her teenager space after the argument.,-0.07974778115749359,0.03031179867684841,0.110059579834342,,,-0.010287796147167683,0.13851985335350037,0.14880764950066805,,,-0.13008534908294678,0.08443871885538101,0.2145240679383278,,,0.14553727209568024,0.5004095435142517,0.35487227141857147,,
36,He wanted to act with the maturity he aspired to. He accepted the constructive feedback gracefully.,He noticed others nodding during the review. He accepted the constructive feedback gracefully.,-0.09403961896896362,0.07979422807693481,0.17383384704589844,,,-0.07466378062963486,0.046529192477464676,0.12119297310709953,,,-0.06430608034133911,0.3663664758205414,0.4306725561618805,,,0.3628429174423218,0.7036774158477783,0.34083449840545654,,
37,She aimed to demonstrate enthusiasm in her teaching. She prepared creative lessons for her students.,She saw new materials in the supply room. She prepared creative lessons for her students.,-0.08004946261644363,0.027539897710084915,0.10758936032652855,,,-0.052702367305755615,0.019477546215057373,0.07217991352081299,,,-0.10652560740709305,0.04360426962375641,0.15012987703084946,,,0.2559971213340759,0.46443039178848267,0.20843327045440674,,
38,He sought to embody diligence in his studies. He reviewed his notes before the exam.,He found his notebook in his backpack. He reviewed his notes before the exam.,-0.10289929062128067,0.05724794417619705,0.16014723479747772,,,-0.01181949581950903,0.07855547964572906,0.0903749754652381,,,-0.13065111637115479,0.07940610498189926,0.21005722135305405,,,0.12845337390899658,0.3906911611557007,0.2622377872467041,,
39,She wanted to be someone who shows tact. She chose her words carefully during the dispute.,She noticed both parties were present. She chose her words carefully during the dispute.,-0.04644721373915672,0.08000633865594864,0.12645355239510536,,,-0.08980980515480042,0.03229306638240814,0.12210287153720856,,,-0.09499853104352951,0.35097894072532654,0.44597747176885605,,,0.4453427791595459,0.7775692343711853,0.3322264552116394,,
40,He aimed to act with the independence he prized. He made his own decision about the job offer.,He received the offer letter by email. He made his own decision about the job offer.,-0.08652649074792862,0.03807811811566353,0.12460460886359215,,,-0.0034156017936766148,0.0770869180560112,0.08050251984968781,,,-0.11565958708524704,-0.019390467554330826,0.09626911953091621,,,0.33040881156921387,0.4654601812362671,0.13505136966705322,,
41,She sought to demonstrate flexibility in her thinking. She reconsidered her initial position.,She read new data in the report. She reconsidered her initial position.,0.00871400535106659,0.19962212443351746,0.19090811908245087,,,-0.06342659890651703,0.035927850753068924,0.09935444965958595,,,-0.12360091507434845,-0.0731603130698204,0.050440602004528046,,,0.17983081936836243,0.3387725353240967,0.15894171595573425,,
42,He wanted to embody attentiveness in his relationships. He remembered his wife's presentation date.,He saw it marked on the kitchen calendar. He remembered his wife's presentation date.,-0.07653233408927917,0.12563040852546692,0.2021627426147461,,,-0.06487444043159485,0.06644533574581146,0.1313197761774063,,,-0.11246856302022934,0.30424636602401733,0.4167149290442467,,,0.27775540947914124,0.4776136875152588,0.19985827803611755,,
43,She aimed to be someone who shows discipline. She maintained her exercise routine.,She noticed the gym was open early. She maintained her exercise routine.,0.0033729791175574064,0.10583911091089249,0.10246613179333508,,,-0.08938619494438171,0.03344829007983208,0.12283448502421379,,,-0.0625312402844429,0.5387382507324219,0.6012694910168648,,,0.2650666832923889,0.8119327425956726,0.5468660593032837,,
44,He sought to act with the courtesy he admired. He held the elevator for the rushing colleague.,He saw someone running toward the elevator. He held the elevator for the rushing colleague.,-0.0906636118888855,0.09177854657173157,0.18244215846061707,,,0.041966650635004044,0.19863304495811462,0.15666639432311058,,,-0.10489106923341751,0.31045860052108765,0.41534966975450516,,,0.6081643104553223,0.6730459928512573,0.06488168239593506,,
45,She wanted to demonstrate resourcefulness in challenges. She found creative solutions to the budget cuts.,She accessed the financial planning software. She found creative solutions to the budget cuts.,-0.08839958906173706,0.03046569973230362,0.11886528879404068,,,-0.07272209972143173,0.02557763271033764,0.09829973243176937,,,-0.08991274982690811,0.04371170699596405,0.13362445682287216,,,0.13516511023044586,0.3397446870803833,0.20457957684993744,,
46,He aimed to embody tolerance in disagreements. He listened to the opposing viewpoint.,He noticed the speaker had begun presenting. He listened to the opposing viewpoint.,-0.0816272497177124,0.08409654349088669,0.1657237932085991,,,-0.08838365972042084,0.03332506865262985,0.12170872837305069,,,-0.10644767433404922,0.19121053814888,0.29765821248292923,,,0.25261634588241577,0.5532480478286743,0.30063170194625854,,
47,She sought to be someone who shows resolve. She pursued her degree despite obstacles.,She received her enrollment confirmation. She pursued her degree despite obstacles.,-0.02904275432229042,0.11890680342912674,0.14794955775141716,,,-0.009428320452570915,0.10213297605514526,0.11156129650771618,,,-0.10663699358701706,0.3500824570655823,0.45671945065259933,,,0.22657962143421173,0.7548796534538269,0.5283000320196152,,
48,He wanted to act with the gentleness he valued. He spoke softly to the frightened animal.,He observed the animal backing into a corner. He spoke softly to the frightened animal.,-0.1036471351981163,0.0958775132894516,0.1995246484875679,,,-0.06998230516910553,0.09595486521720886,0.1659371703863144,,,-0.08731222152709961,0.5264061689376831,0.6137183904647827,,,0.29322975873947144,0.8406906127929688,0.5474608540534973,,
49,She aimed to demonstrate leadership through example. She arrived first to set up the venue.,She had the keys to the building. She arrived first to set up the venue.,-0.0804034173488617,0.00022071186685934663,0.08062412921572104,,,-0.002878501545637846,0.026802290230989456,0.029680791776627302,,,-0.131879061460495,0.1720518320798874,0.3039308935403824,,,0.5512669682502747,0.7307358980178833,0.17946892976760864,,
50,He sought to embody mindfulness in his daily life. He ate his meals without distractions.,He noticed his phone battery had died. He ate his meals without distractions.,-0.09735380113124847,0.03384382277727127,0.13119762390851974,,,-0.08658944815397263,0.04043663293123245,0.12702608108520508,,,-0.07371114939451218,0.03049013949930668,0.10420128889381886,,,0.19589073956012726,0.37464070320129395,0.1787499636411667,,
51,She wanted to be someone who shows persistence. She submitted her manuscript again.,She saw the publisher accepting submissions. She submitted her manuscript again.,-0.08660758286714554,0.05376579985022545,0.140373382717371,,,-0.06205388531088829,0.040712740272283554,0.10276662558317184,,,-0.10677815973758698,0.34383970499038696,0.45061786472797394,,,0.4454278349876404,0.8988316655158997,0.4534038305282593,,
52,He aimed to act with the modesty he respected. He downplayed his role in the success.,He heard others discussing the project. He downplayed his role in the success.,0.014025624841451645,0.16409941017627716,0.15007378533482552,,,-0.05064075067639351,0.04228007793426514,0.09292082861065865,,,-0.14396260678768158,0.1592911034822464,0.303253710269928,,,0.4047001302242279,0.5516663193702698,0.14696618914604187,,
53,She sought to demonstrate adaptability in change. She embraced the new procedures.,She received the updated manual. She embraced the new procedures.,-0.050233833491802216,0.07099970430135727,0.12123353779315948,,,-0.028666295111179352,0.060086753219366074,0.08875304833054543,,,-0.11405086517333984,0.003629126586019993,0.11767999175935984,,,0.2722771465778351,0.33176088333129883,0.059483736753463745,,
54,He wanted to embody curiosity in his learning. He asked questions during the lecture.,He noticed a microphone being passed around. He asked questions during the lecture.,-0.0687335729598999,0.04904988408088684,0.11778345704078674,,,-0.10602127015590668,0.04654625058174133,0.152567520737648,,,-0.11137506365776062,0.015943404287099838,0.12731846794486046,,,0.23866088688373566,0.37870314717292786,0.1400422602891922,,
55,She aimed to be someone who shows warmth. She greeted the new neighbors.,She saw a moving truck outside. She greeted the new neighbors.,-0.060653116554021835,0.013588298112154007,0.07424141466617584,,,-0.07699424028396606,0.0031751003116369247,0.08016934059560299,,,-0.1250372976064682,0.47382789850234985,0.598865196108818,,,0.6004126667976379,0.887152910232544,0.286740243434906,,
56,He sought to act with the precision he admired. He double-checked his measurements.,He found a ruler in the toolbox. He double-checked his measurements.,-0.09842149913311005,0.14018994569778442,0.23861144483089447,,,-0.0632903128862381,0.08039186894893646,0.14368218183517456,,,-0.12256127595901489,0.14429515600204468,0.26685643196105957,,,0.10623210668563843,0.586961567401886,0.48072946071624756,,
57,She wanted to demonstrate creativity in problem-solving. She proposed an innovative approach.,She had time during the brainstorming session. She proposed an innovative approach.,-0.07656038552522659,0.05612807720899582,0.1326884627342224,,,-0.08236131072044373,0.022011684253811836,0.10437299497425556,,,-0.12578749656677246,0.058217987418174744,0.1840054839849472,,,0.1619138866662979,0.38539326190948486,0.22347937524318695,,
58,He aimed to embody calmness under pressure. He remained composed during the crisis.,He noticed security had arrived. He remained composed during the crisis.,-0.04644738510251045,0.08041386306285858,0.12686124816536903,,,-0.08585977554321289,0.012324698269367218,0.09818447381258011,,,-0.10476851463317871,0.2602846622467041,0.3650531768798828,,,0.4606286883354187,0.542662501335144,0.08203381299972534,,
59,She sought to be someone who shows dedication. She practiced her presentation multiple times.,She booked the conference room for practice. She practiced her presentation multiple times.,-0.08562467992305756,0.11933586001396179,0.20496053993701935,,,-0.0732119083404541,0.025552602484822273,0.09876451082527637,,,-0.10336338728666306,0.39261987805366516,0.4959832653403282,,,0.30221351981163025,0.7457186579704285,0.4435051381587982,,
60,He wanted to act with the optimism he valued. He focused on potential solutions.,He opened the planning document. He focused on potential solutions.,0.038833484053611755,0.33191317319869995,0.2930796891450882,,,-0.05748526751995087,0.10208983719348907,0.15957510471343994,,,-0.12266277521848679,0.3856428265571594,0.5083056017756462,,,0.18448646366596222,0.6981989145278931,0.5137124508619308,,
61,She aimed to demonstrate sensitivity to others. She asked about dietary restrictions.,She saw the catering menu options. She asked about dietary restrictions.,-0.07074356824159622,0.040683016180992126,0.11142658442258835,,,-0.0637924075126648,0.07801055908203125,0.14180296659469604,,,-0.1292308121919632,0.01968742534518242,0.14891823753714561,,,0.29641327261924744,0.5750302672386169,0.2786169946193695,,
62,He sought to embody reasonableness in negotiations. He proposed a middle ground.,He calculated the midpoint value. He proposed a middle ground.,-0.08883453160524368,0.03616873547434807,0.12500326707959175,,,-0.08791796118021011,0.11132488399744034,0.19924284517765045,,,-0.1039377972483635,0.06829486042261124,0.17223265767097473,,,0.049566932022571564,0.4879871904850006,0.43842025846242905,,
63,She wanted to be someone who shows appreciation. She recognized her team's hard work.,She scheduled the quarterly meeting. She recognized her team's hard work.,-0.11012943834066391,0.019330088049173355,0.12945952638983727,,,-0.0599743016064167,0.03198232129216194,0.09195662289857864,,,0.0804060623049736,0.6028163433074951,0.5224102810025215,,,0.36608797311782837,0.7679097056388855,0.40182173252105713,,
64,He aimed to act with the thoroughness he prized. He reviewed every detail of the contract.,He had the document on his screen. He reviewed every detail of the contract.,-0.07731587439775467,0.12501144409179688,0.20232731848955154,,,0.003324868157505989,0.07874207943677902,0.07541721127927303,,,-0.1280408501625061,0.1387508660554886,0.2667917162179947,,,0.24124377965927124,0.4673744738101959,0.22613069415092468,,
65,She sought to demonstrate grace under criticism. She thanked the reviewer for their input.,She noticed the review had been posted. She thanked the reviewer for their input.,-0.09613751620054245,0.04444477707147598,0.14058229327201843,,,-0.07731154561042786,0.03923240303993225,0.11654394865036011,,,-0.07990027964115143,-0.09326557070016861,-0.013365291059017181,,,0.19030769169330597,0.5182285308837891,0.3279208391904831,,
66,He wanted to embody consistency in his habits. He maintained his morning routine.,He set his alarm for six o'clock. He maintained his morning routine.,0.03806455433368683,0.12864618003368378,0.09058162569999695,,,-0.04290853813290596,0.08094749599695206,0.12385603412985802,,,-0.05905000492930412,0.1355118453502655,0.19456185027956963,,,0.3097212314605713,0.47796744108200073,0.16824620962142944,,
67,She aimed to be someone who shows foresight. She prepared for potential complications.,She checked the project timeline. She prepared for potential complications.,-0.09190600365400314,0.020296650007367134,0.11220265366137028,,,0.00513078598305583,0.08110877871513367,0.07597799273207784,,,-0.10913033038377762,0.3778514266014099,0.48698175698518753,,,0.15113523602485657,0.7177738547325134,0.5666386187076569,,
68,He sought to act with the clarity he admired. He explained the concept simply.,He had five minutes for his explanation. He explained the concept simply.,-0.002162460470572114,0.19088710844516754,0.19304956891573966,,,-0.03877635300159454,0.09605800360441208,0.13483435660600662,,,-0.1353910118341446,0.18612761795520782,0.3215186297893524,,,0.4915469288825989,0.7388028502464294,0.24725592136383057,,
69,She wanted to demonstrate commitment to growth. She enrolled in professional development courses.,She found courses available online. She enrolled in professional development courses.,-0.10335610806941986,0.03153349459171295,0.1348896026611328,,,-0.09452544152736664,0.061192773282527924,0.15571821480989456,,,-0.11163132637739182,-0.00024092383682727814,0.11139040254056454,,,0.19177201390266418,0.5026524662971497,0.3108804523944855,,
70,He aimed to embody decisiveness in leadership. He made the tough call quickly.,He saw the deadline approaching. He made the tough call quickly.,-0.08625457435846329,0.0073551288805902,0.09360970323905349,,,-0.07840526103973389,0.019266072660684586,0.09767133370041847,,,-0.1336963027715683,0.09929283708333969,0.232989139854908,,,0.3888986110687256,0.4573896825313568,0.06849107146263123,,
71,She sought to be someone who shows balance. She allocated time for both work and family.,She reviewed her weekly schedule. She allocated time for both work and family.,-0.09182316064834595,0.07712898403406143,0.16895214468240738,,,-0.06883038580417633,0.05937612056732178,0.1282065063714981,,,-0.12335271388292313,0.32034748792648315,0.4437002018094063,,,0.13144280016422272,0.625410258769989,0.4939674586057663,,
72,He wanted to act with the humility he respected. He asked for help when needed.,He noticed the expert was available. He asked for help when needed.,-0.015301121398806572,0.13104966282844543,0.146350784227252,,,-0.07929449528455734,0.12610627710819244,0.2054007723927498,,,-0.013520034030079842,0.5210070610046387,0.5345270950347185,,,0.47571125626564026,0.8832547664642334,0.40754351019859314,,
73,She aimed to demonstrate kindness without expectation. She helped the stranger with directions.,She heard someone asking for the metro station. She helped the stranger with directions.,-0.029626116156578064,0.07548358291387558,0.10510969907045364,,,-0.054298512637615204,-0.010761505924165249,0.043537006713449955,,,-0.13079297542572021,0.19068631529808044,0.32147929072380066,,,0.612704336643219,0.7433789968490601,0.13067466020584106,,
74,He sought to embody truthfulness in all dealings. He corrected the error in his favor.,He spotted a discrepancy in the invoice. He corrected the error in his favor.,-0.04868397116661072,0.1009952500462532,0.14967922121286392,,,-0.08782590180635452,0.04334971308708191,0.13117561489343643,,,-0.12142893671989441,0.16236840188503265,0.28379733860492706,,,0.20723900198936462,0.4773339629173279,0.27009496092796326,,
75,She wanted to be someone who shows courage. She voiced her unpopular opinion.,She had the floor during discussion time. She voiced her unpopular opinion.,-0.04460613429546356,0.07183684408664703,0.1164429783821106,,,0.02591409534215927,0.09955979883670807,0.0736457034945488,,,-0.05551324412226677,0.46348583698272705,0.5189990811049938,,,0.2326577752828598,0.9438600540161133,0.7112022787332535,,
